año,NCODI,anatomia_centro,diagnostico_centro,dialisis_centro,esterilizacion_centro,laboratorio_centro,rehabilitacion_centro,anatomia_fuera,diagnostico_fuera,dialisis_fuera,esterilizacion_fuera,laboratorio_fuera,rehabilitacion_fuera,otras_Asistenciales_centro,otras_Asistenciales_fuera,otros_Asis_texto,cocina_centro,lavanderia_centro,limpieza_centro,mantenimiento_centro,seguridad_centro,cocina_fuera,lavanderia_fuera,otros_NoAsistenciales_centro,otros_NoAsistenciales_fuera,otros_NoAsis_texto,oxigenoterapia_centro,oxigenoterapia_fuera,transporte_centro
2019,394,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,614,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"0",0,0,1,0,0,1,1,0,0,"0",0,0,0
2019,235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",1,0,1,0,1,0,1,0,0,"0",0,0,0
2019,616,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,0,1,1,0,1,0,0,"0",0,0,0
2019,565,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,1,0,0,"0",0,0,0
2019,220,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,0,1,0,1,0,0,"0",0,0,0
2019,278,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,0,1,0,0,0,0,"0",0,0,0
2019,107,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0",1,0,0,0,0,0,1,0,0,"0",0,0,0
2019,711,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0",1,0,1,0,1,0,1,0,0,"0",0,0,0
2019,204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,1,0,0,0,1,0,0,"0",0,0,0
2019,579,0,1,0,1,1,1,1,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,766,1,1,0,1,1,0,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,761,0,0,0,1,0,1,0,1,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,1,0,"0",0,0,0
2019,280,0,1,0,1,1,0,1,0,0,0,0,1,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,1,0,1,1,0,0,"0",0,0,0
2019,276,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",1,0,0
2019,11,1,1,0,1,1,1,0,0,0,0,1,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",1,0,0
2019,302,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,1
2019,279,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,1,0,"0",0,0,0
2019,282,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,281,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"0",0,0,0,0,1,0,0,1,0,"0",0,0,0
2019,183,0,1,0,1,0,1,1,0,0,0,1,0,0,0,"0",0,0,1,1,1,1,1,0,0,"0",0,0,0
2019,610,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2019,115,0,1,0,0,0,1,0,0,0,0,1,0,1,0,"0",0,1,1,1,0,1,0,1,0,"0",0,0,0
2019,114,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,1,1,0,0,0,0,0,0,"0",0,0,0
2019,770,0,1,0,0,1,0,0,1,0,0,1,0,1,0,"0",1,0,1,1,1,0,1,1,1,"0",0,1,0
2019,583,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"0",1,0,1,0,1,0,1,0,0,"0",0,0,0
2019,136,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"0",1,0,1,0,0,0,0,1,0,"0",0,0,0
2019,469,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"0",0,0,1,1,1,1,1,0,0,"0",1,0,0
2019,642,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,1,0,0,0,"0",0,0,0
2019,193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,1,0,0,0,1,0,0,"0",0,0,0
2019,526,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,698,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"0",1,1,1,0,1,0,0,0,0,"0",0,0,0
2019,630,0,1,0,0,1,0,0,0,0,0,0,0,1,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,1
2019,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,364,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,1,0
2019,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,"0",0,0,0
2019,310,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"0",1,0,1,0,1,0,0,0,0,"0",0,0,0
2019,571,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,296,0,1,0,1,0,1,1,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2019,566,0,1,1,1,1,1,1,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",1,0,1
2019,784,1,1,1,1,1,1,0,0,0,1,0,0,1,0,"0",1,1,1,1,0,0,1,0,0,"0",1,0,0
2019,102,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"0",1,0,1,1,1,0,0,0,0,"0",0,0,0
2019,379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2019,639,1,1,0,1,0,1,0,1,0,0,1,0,0,0,"0",1,1,1,1,1,0,1,0,0,"0",0,0,0
2019,457,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"0",1,0,1,0,0,0,1,0,0,"0",0,0,0
2019,609,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",1,0,0
2019,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,1,0,0,"0",0,0,0
2019,318,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,600,0,1,0,1,1,1,1,0,0,0,0,0,1,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,545,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",1,0,0,0,1,0,1,0,0,"0",0,0,0
2019,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,0,0,0,1,1,0,0,"0",0,0,0
2019,702,1,1,0,0,1,1,0,1,0,1,1,1,0,0,"0",1,0,1,1,1,0,1,0,0,"0",1,1,1
2019,341,0,1,0,1,1,1,1,0,0,1,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,767,0,1,0,1,1,1,1,0,0,0,0,1,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,0,0,0,0,0,0,0,"0",0,0,0
2019,132,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",1,0,0
2019,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0",1,0,1,0,0,0,1,0,0,"0",0,0,0
2019,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,0,0,0,0,0,0,0,"0",0,0,0
2019,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,0,"0",0,0,0
2019,664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,92,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",1,0,0,1,0,0,0,0,0,"0",1,0,0
2019,301,0,1,0,1,1,1,1,1,0,0,1,0,0,0,"0",1,1,1,1,1,0,1,0,0,"0",0,0,0
2019,492,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,1,0,"0",0,0,0
2019,811,0,1,0,0,0,0,1,1,0,1,1,1,0,0,"0",0,0,1,1,1,1,1,0,1,"0",0,0,0
2019,812,0,1,0,0,0,1,1,1,0,1,1,1,1,1,"0",1,0,1,1,1,0,1,0,1,"0",0,1,0
2019,832,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2019,856,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"0",1,0,0,1,1,0,0,0,0,"0",1,0,0
2019,859,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0",1,0,0,0,0,0,0,0,0,"0",0,0,0
2019,861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,1,"0",0,0,0
2019,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,883,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0",0,0,1,1,1,1,1,0,0,"0",0,0,0
2019,884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,1,1,1,0,1,0,0,0,"0",0,0,0
2019,911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2019,913,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"0",1,0,1,0,1,0,0,0,0,"0",0,0,0
2019,922,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0",0,0,1,1,0,0,1,0,0,"0",0,0,0
2019,924,1,1,0,1,1,1,0,1,0,0,0,0,1,0,"0",0,1,1,1,1,1,0,0,1,"0",1,0,0
2019,947,0,0,0,1,0,1,0,1,0,0,1,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",1,0,0
2019,951,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,1,1,1,0,1,0,0,0,"0",0,0,0
2019,1103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,972,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,973,0,1,0,1,0,0,1,0,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,974,0,0,0,1,0,1,0,1,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,1,0,"0",0,0,0
2019,975,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",0,0,1,1,1,1,1,0,0,"0",0,0,0
2019,960,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0",1,0,0,1,0,0,0,0,0,"0",0,0,0
2019,1028,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,0,1,1,0,0,0,0,"0",0,0,0
2019,977,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0",1,1,1,1,1,0,1,0,0,"0",0,0,0
2019,1020,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,994,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,995,0,0,0,1,0,1,1,1,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,1,1,"0",1,0,0
2019,1060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,0,0,0,1,1,0,0,"0",0,0,0
2019,1005,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0",1,1,1,0,0,0,1,0,0,"0",0,0,0
2019,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2019,1062,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,1006,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0",0,0,0,0,0,1,1,0,0,"0",0,0,0
2019,1088,0,0,0,1,0,1,1,1,0,0,1,0,0,0,"0",0,1,1,1,0,1,0,0,0,"0",0,0,0
2019,1089,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",1,0,0
2019,1076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,1078,0,0,0,0,0,1,0,1,0,1,1,0,1,0,"0",1,0,1,1,0,0,1,1,0,"0",1,0,0
2019,1033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,1
2019,1035,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2019,1037,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2019,1039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,1067,0,1,0,1,1,1,1,1,0,0,1,0,0,0,"0",1,0,1,1,1,1,1,1,1,"0",1,0,0
2019,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,1,0,0,0,0,0,"0",0,0,0
2019,1066,0,1,0,1,1,0,1,0,0,0,0,1,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,1105,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,1,0,0,"0",0,0,0
2019,1107,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,1111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,0,1,0,0,1,0,"0",0,0,0
2019,424,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,298,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",1,0,0
2019,594,0,1,0,1,0,1,1,0,0,0,1,0,0,0,"0",0,0,1,0,0,1,1,0,0,"0",0,0,0
2019,237,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2019,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,1,1,0,0,"0",0,0,0
2019,768,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,1,1,1,"0",0,0,0
2019,297,0,1,0,1,1,1,1,1,0,0,0,0,0,0,"0",0,0,1,1,1,1,1,0,0,"0",0,0,0
2019,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,1,1,0,0,"0",0,0,0
2019,544,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"0",0,0,0,1,1,0,0,0,0,"0",0,0,0
2019,804,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",1,1,1,0,1,0,1,0,0,"0",0,0,0
2019,104,0,0,0,0,0,0,0,1,0,0,1,0,1,1,"0",0,1,1,1,1,0,1,1,1,"0",0,0,0
2019,550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,1,1,0,0,"0",0,0,0
2019,112,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"0",1,1,1,1,1,0,1,0,0,"0",0,0,0
2019,882,0,0,0,1,0,1,1,1,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",1,0,0
2019,928,1,1,0,1,1,1,0,1,0,0,0,0,1,0,"0",1,0,1,1,1,0,1,0,1,"0",1,0,0
2019,964,1,1,0,0,0,0,1,1,0,0,0,0,1,1,"0",0,1,1,1,1,0,1,1,0,"0",0,0,1
2019,1068,0,0,0,0,0,1,0,1,0,0,1,0,1,1,"0",0,1,1,1,1,0,1,1,1,"0",0,0,0
2019,1108,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"0",0,0,1,1,0,1,1,0,0,"0",0,0,0
2019,420,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,266,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,1,0,0,"0",0,0,0
2019,769,1,1,0,1,1,0,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,0,1,0,0,0,0,"0",0,0,0
2019,508,1,0,0,0,0,0,0,1,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,0,0,1,0,0,0,0,"0",0,0,0
2019,590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,965,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,0,0,1,0,0,0,0,"0",0,0,0
2019,798,0,1,0,0,0,0,0,1,0,0,1,0,1,1,"0",1,0,1,1,1,0,1,1,1,"0",0,0,0
2019,504,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",1,1,1,0,1,0,0,0,0,"0",0,0,0
2019,216,0,1,0,1,0,0,1,0,0,0,1,1,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0",0,0,1,1,1,1,1,0,0,"0",0,0,0
2019,551,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"0",1,0,1,0,0,0,1,0,0,"0",0,0,0
2019,106,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",1,0,0
2019,819,0,0,0,1,0,0,0,1,0,0,1,0,1,0,"0",0,0,0,0,0,0,0,0,0,"0",1,0,0
2019,915,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0",1,0,0,0,0,0,0,0,0,"0",0,0,0
2019,942,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,0,1,0,1,0,0,"0",0,0,0
2019,21,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"0",0,0,1,1,1,1,1,0,0,"0",0,0,0
2019,615,1,1,0,1,1,1,0,0,1,0,0,0,0,0,"0",0,0,1,1,1,1,0,0,0,"0",0,0,0
2019,626,0,1,0,1,0,1,1,0,0,0,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,417,0,1,0,1,0,1,1,1,0,0,1,0,0,1,"0",1,0,1,1,1,0,1,0,0,"0",0,0,1
2019,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,1,1,1,0,"0",0,0,0
2019,177,0,1,0,1,1,1,1,0,0,0,0,0,1,0,"0",1,1,1,1,1,0,0,1,0,"0",1,0,1
2019,416,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,0,1,1,0,0,"0",0,0,0
2019,828,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,1,0,0,"0",1,0,1
2019,935,0,0,0,0,0,0,1,1,0,1,1,1,0,0,"0",0,0,1,1,1,1,1,0,1,"0",1,1,0
2019,936,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2019,986,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0",0,0,1,1,1,1,1,0,0,"0",0,0,0
2019,987,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,1,1,0,1,"0",1,0,0
2019,1021,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,1,0,0,"0",1,0,0
2019,1085,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",1,0,0
2019,574,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"0",1,0,1,1,1,1,1,0,0,"0",0,0,0
2019,399,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",0,0,0,0,0,1,1,0,0,"0",0,0,0
2019,195,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"0",0,0,0,0,0,0,1,0,0,"0",0,0,0
2019,263,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,0,1,1,0,0,"0",0,0,0
2019,194,0,0,0,1,0,0,1,1,0,0,1,0,0,0,"0",0,0,0,0,0,1,1,0,0,"0",0,0,0
2019,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,1,0,0,"0",0,0,0
2019,780,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,713,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,941,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2019,1045,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,1086,1,1,0,1,1,0,1,0,0,0,0,1,1,0,"0",0,0,1,1,1,1,1,0,0,"0",0,0,0
