año,NCODI,anatomia_centro,diagnostico_centro,dialisis_centro,esterilizacion_centro,laboratorio_centro,rehabilitacion_centro,anatomia_fuera,diagnostico_fuera,dialisis_fuera,esterilizacion_fuera,laboratorio_fuera,rehabilitacion_fuera,otras_Asistenciales_centro,otras_Asistenciales_fuera,otros_Asis_texto,cocina_centro,lavanderia_centro,limpieza_centro,mantenimiento_centro,seguridad_centro,cocina_fuera,lavanderia_fuera,otros_NoAsistenciales_centro,otros_NoAsistenciales_fuera,otros_NoAsis_texto,oxigenoterapia_centro,oxigenoterapia_fuera,transporte_centro
2019,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0
2019,720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,1,,0,0,0
2019,485,0,1,0,1,1,0,1,0,0,0,1,0,0,0,,0,0,1,0,1,0,1,0,0,,0,0,0
2019,273,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,1,0,0,,0,0,0
2019,848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0
2019,916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,1,0,0,,0,0,0
2019,930,0,1,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,1,0,0,,0,1,0
2019,981,0,1,0,1,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,0,1,1,0,0,,0,0,0
2019,1001,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,1,0,0,0,1,0,1,0,0,,0,0,0
2019,1041,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,1,1,0,1,0,0,0,,1,0,0
2019,1110,1,1,0,1,1,1,0,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,1,0,0
2019,1112,0,1,0,1,0,1,1,0,0,0,1,0,0,0,,0,1,1,1,1,1,0,0,0,,1,0,0
2019,1120,0,1,0,1,0,1,0,0,0,0,1,0,1,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,1155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,,0,0,0
2019,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,,1,0,0
2019,326,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,1,0,0
2019,442,0,1,0,1,1,1,1,0,0,0,1,0,0,0,,1,0,1,1,1,0,1,0,0,,0,0,0
2019,294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,,0,0,0
2019,378,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,1,0,1,1,0,0,1,0,0,,0,0,0
2019,402,0,1,0,1,0,1,1,0,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,,1,0,0
2019,450,0,1,0,1,0,1,1,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,656,1,1,0,1,1,1,0,1,1,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,,0,1,1
2019,333,0,1,1,1,1,1,1,0,0,0,0,0,1,0,,1,0,1,1,1,0,1,1,0,,1,0,0
2019,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,1,0,1,0,0,,1,0,1
2019,422,0,1,1,1,0,0,1,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,1,0,0
2019,763,1,1,1,0,1,1,1,1,1,0,1,0,0,1,,1,1,1,1,1,1,1,0,0,,1,1,1
2019,553,0,0,0,1,0,0,1,1,1,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,,0,1,1
2019,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2019,900,0,1,0,1,0,1,1,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,950,0,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,0,1,1,0,1,1,0,0,,1,0,0
2019,966,0,1,0,1,1,0,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,,1,0,0
2019,982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,1,0,0,,0,0,0
2019,1014,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,1,1,1,1,1,0,0,0,0,,0,1,1
2019,1080,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,,0,1,1
2019,1074,0,1,0,1,1,0,1,0,0,0,0,0,1,0,,1,0,1,1,1,0,1,0,1,,1,0,1
2019,1084,1,1,0,1,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,1,0,0
2019,1113,0,1,0,1,1,0,1,1,1,1,1,1,0,0,,0,1,1,1,1,1,1,0,0,,0,1,1
2019,1137,0,1,0,1,1,0,1,1,1,0,1,0,0,0,,0,0,1,1,1,1,1,0,0,,1,0,1
2019,1142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,0,1
2019,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,,0,0,0
2019,150,0,1,0,1,1,1,1,0,0,0,0,0,1,0,,0,0,1,1,0,1,1,0,0,,1,0,0
2019,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,1,0,0,0,1,0,0,0,,0,0,0
2019,172,1,1,0,0,1,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,,0,0,0
2019,581,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,0,0,1,0,1,0,0,0,0,,0,1,0
2019,120,0,1,0,0,0,1,1,0,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,,0,0,0
2019,445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,1,0,0,,1,0,0
2019,471,0,1,0,1,1,1,1,1,0,0,1,0,0,0,,1,1,1,0,0,0,0,0,0,,1,0,1
2019,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0
2019,631,1,1,1,1,1,1,0,1,1,0,1,1,0,0,,1,1,1,1,1,1,1,0,0,,0,1,1
2019,849,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,0,1,1,1,0,0,0,0,,0,0,0
2019,869,0,1,0,1,1,1,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,1,0,0,,0,0,0
2019,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2019,1002,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2019,1153,0,1,0,0,1,1,1,0,0,0,0,0,0,0,,1,0,1,1,0,0,1,0,0,,1,0,0
2019,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,0,0
2019,441,0,1,0,0,1,0,1,0,0,0,1,0,0,0,,1,1,0,0,1,0,1,0,0,,0,0,0
2019,403,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,1,0,0,1,0,0,1,0,0,,0,0,0
2019,312,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,1,0,0,,0,0,0
2019,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2019,536,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,1,0,1,1,1,0,1,0,0,,0,1,1
2019,242,0,1,0,1,1,1,1,0,0,0,1,1,0,0,,1,1,1,1,1,0,0,0,0,,1,0,1
2019,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,1,0,0,0,0,,0,0,0
2019,206,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,1,0,1,1,0,0,,0,0,1
2019,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,1,0,0,,0,1,0
2019,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,1,0,1,0,0,,1,0,0
2019,180,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,1,1,0,0,1,0,0,,0,0,0
2019,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,1,0
2019,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,,0,0,0
2019,743,0,0,0,0,0,0,1,1,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,,0,1,0
2019,269,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,1,1,0,0,,0,0,0
2019,634,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,0,1,0,0,,0,0,0
2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0
2019,717,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,0,0,1,1,1,0,1,0,0,,0,1,1
2019,824,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,1,0,1,1,0,1,1,0,1,,0,0,0
2019,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,1,0,0,,0,1,0
2019,1141,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,1,1,0,1,1,0,1,,0,0,0
2019,1145,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,0,0,1,1,0,0,0,0,,0,0,0
2019,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2019,1133,0,0,0,1,0,0,1,0,0,0,1,0,0,0,,0,1,1,1,0,1,0,0,0,,0,0,0
2019,346,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,,0,0,0
2019,165,0,0,0,0,1,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,,0,0,0
2019,956,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,0,,0,1,1
2019,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,1,,0,0,0
2019,149,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,1,0,0,1,1,0,0,,0,0,0
2019,612,1,0,0,0,1,1,1,0,0,0,1,1,0,0,,1,0,1,0,0,0,1,0,0,,0,0,1
2019,559,1,1,0,1,1,1,0,0,0,0,1,0,0,0,,1,0,1,1,0,0,1,0,0,,0,0,0
2019,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,1,0,0,1,0,0,0,,0,0,0
2019,283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,,0,0,0
2019,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,0,1,0,0,,0,0,0
2019,153,0,0,0,0,0,0,1,1,0,0,1,1,0,0,,1,0,1,0,1,0,1,0,0,,0,0,0
2019,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,1,0,0,0,0,,0,0,0
2019,556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,1,0,0,0,0,,0,0,0
2019,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,1,0,0,,0,0,0
2019,31,0,1,0,1,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,1,1,0,0,,1,0,1
2019,217,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,1,0,1,0,1,0,1,0,0,,0,0,0
2019,863,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,1,0,0,1,0,0,1,1,0,,0,0,0
2019,984,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,0,0,,0,0,1
2019,34,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,1,0,1,1,0,0,1,0,0,,1,0,0
2019,791,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,,0,0,0
2019,430,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,0,0,1,0,1,0,1,0,0,,0,0,0
2019,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,,0,0,0
2019,521,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,,0,0,0
2019,524,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,,0,0,0
2019,432,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,,1,0,0
2019,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,0,1,0,0,,0,0,0
2019,26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,890,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,1,0,1,1,1,0,1,0,0,,0,1,0
2019,904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,1,0
2019,957,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,1,1,1,1,1,0,1,0,0,,0,1,1
2019,735,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,0,0,1,1,1,0,0,1,0,,0,0,0
2019,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,,0,0,0
2019,363,0,1,0,1,1,0,1,0,0,0,1,0,0,0,,1,1,1,1,0,0,1,0,0,,0,0,0
2019,187,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,1,0,0,0,1,0,1,0,0,,0,0,0
2019,265,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,0,0,0,0,0,1,0,0,,0,0,0
2019,295,0,1,0,1,1,1,1,0,0,0,1,1,0,0,,1,0,1,1,0,0,1,0,0,,1,0,0
2019,496,1,1,1,1,1,1,0,0,0,0,1,0,1,0,,1,1,1,1,1,0,1,0,0,,1,0,1
2019,391,1,1,0,1,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,240,1,1,1,0,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,1,0,0,,1,0,0
2019,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2019,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,,0,0,0
2019,300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,,0,0,1
2019,339,0,1,1,1,0,1,1,0,0,0,1,0,0,0,,0,0,1,1,0,1,1,0,0,,1,0,0
2019,905,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0
2019,1123,0,1,0,1,0,0,1,0,0,0,1,0,0,0,,0,1,1,1,0,1,1,0,0,,0,0,0
2019,459,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,0,0
2019,320,0,1,0,1,0,1,1,0,0,0,1,0,0,0,,1,1,1,1,1,0,1,0,0,,0,0,1
2019,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,0,1,0,0,,0,0,0
2019,891,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,0,1
2019,244,0,1,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,,1,0,0
2019,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0
2019,444,0,1,0,1,1,1,1,1,0,0,0,0,0,0,,1,0,1,1,0,0,1,0,0,,1,0,0
2019,479,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,0,1,1,0,0,1,0,0,,0,0,0
2019,285,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,1,0,0,1,0,0,1,0,0,,0,0,0
2019,253,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,,0,0,0
2019,481,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,,0,0,0
2019,540,1,1,1,1,1,0,0,0,0,0,0,1,0,0,,1,0,1,1,1,0,1,0,0,,0,0,0
2019,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,,0,0,0
2019,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2019,305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,1,1
2019,708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,1,0
2019,750,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,0,1,1,1,0,1,1,0,,0,1,0
2019,421,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,0,1
2019,827,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,1,1,1,0,1,0,0,0,,0,0,0
2019,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,1,1,1
2019,1030,1,1,0,1,1,1,0,0,0,0,0,0,1,0,,1,0,1,1,0,0,1,0,0,,1,0,0
2019,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,1,1
2019,1050,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,1,1,1,1,0,0,,0,1,1
2019,1043,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,0,0
2019,1128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,1,1
2019,1125,0,0,0,1,0,1,0,1,0,0,1,0,0,0,,1,1,1,1,1,0,1,0,0,,0,0,1
2019,1135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,1,1
2019,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,0,0,0
2019,620,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,,0,1,1
2019,209,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,257,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,,0,0,0
2019,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,0,0,,0,0,0
2019,255,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,1,0,0,,0,0,0
2019,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,,0,0,0
2019,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,,0,1,0
2019,514,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,1,0,1,1,1,0,1,1,0,,1,1,1
2019,499,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,1,1,1,1,1,0,1,0,0,,0,0,0
2019,532,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,1,1
2019,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,,0,0,0
2019,838,0,1,0,1,0,1,1,0,0,0,1,0,0,0,,1,0,1,1,0,0,1,0,0,,1,0,0
2019,839,0,1,0,1,1,0,1,0,0,0,0,0,1,0,,1,0,1,1,0,0,1,0,0,,0,0,0
2019,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2019,238,0,0,0,1,0,1,1,1,1,0,1,0,1,0,,1,1,1,1,1,0,0,1,0,,0,1,0
2019,325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,0,1,0,0,,1,0,0
2019,622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,1,1,0,1,0,0,,0,0,0
2019,879,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,,1,0,0
2019,906,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,,0,0,0
2019,1004,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,,0,0,0
2019,737,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,,0,0,0
2019,765,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,0,0,1,0,1,0,0,0,0,,0,1,0
2019,329,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,1,1,1,0,1,0,0,,1,1,0
2019,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,,0,0,0
2019,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2019,562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,0,0
2019,251,0,1,0,1,1,1,1,0,0,0,0,0,0,0,,1,0,1,1,0,0,1,0,0,,0,0,0
2019,129,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,,0,0,0
2019,154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,1,0,0,,0,0,0
2019,516,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,0,,0,0,0
2019,184,0,1,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,,0,1,0
2019,652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,,0,0,0
2019,637,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,1,0,1,1,1,0,0,0,0,,0,1,0
2019,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,0,0
2019,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0
2019,1019,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,1,1,0,0,1,0,0,,0,1,0
2019,1016,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,1,0,1,1,0,0,1,0,0,,0,0,0
2019,1047,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,1,1,1,0,0,1,0,,0,1,0
2019,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,0,0,1,0,0,1,0,"Otros",0,0,0
2019,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,1,0,1,"Otros",0,0,0
2019,860,0,1,0,0,1,1,1,0,0,0,0,0,0,0,"0",0,0,1,1,1,1,1,0,1,"Otros",1,0,0
2019,777,1,0,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,1,"Otros",0,0,0
2019,918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,1,1,0,1,"Otros",0,0,0
2019,1121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,1,0,"Otros",0,0,0
2019,802,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"0",0,0,1,0,1,0,1,1,0,"Otros",0,0,0
2019,267,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,1,0,"Otros",0,1,0
2019,619,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"0",1,0,0,0,0,0,1,0,1,"Otros",0,0,0
2019,375,0,1,0,1,1,1,1,0,1,0,0,0,0,0,"0",1,0,1,1,0,0,1,0,1,"Otros",0,0,0
2019,427,0,0,0,0,0,0,1,1,0,0,1,1,0,0,"0",0,0,0,0,0,1,1,0,1,"Otros",0,0,0
2019,370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,1,0,1,"Otros",0,0,0
2019,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,0,1,0,"Otros",0,0,0
2019,1026,0,0,0,0,0,0,1,1,0,0,1,0,0,1,"0",1,0,1,1,0,0,1,1,1,"Otros",0,0,0
2019,776,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,1,1,"Otros",0,0,0
2019,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,1,0,"Otros",0,0,0
2019,359,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",1,1,1,1,1,0,1,1,1,"Otros",0,0,0
2019,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,0,1,0,1,1,0,"Otros",0,0,0
2019,1140,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"0",1,0,1,1,0,0,0,1,0,"Otros",0,0,1
2019,728,1,1,0,1,1,1,1,0,0,1,0,0,1,0,"0",1,0,1,1,1,0,1,1,1,"Otros",1,1,0
2019,682,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,1,0,"Otros",0,0,0
2019,897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,1,0,0,1,1,"Otros",0,0,0
2019,348,0,1,0,1,1,1,1,1,0,0,1,0,1,0,"0",1,0,1,1,1,0,1,1,0,"Otros",1,0,0
2019,785,1,1,1,1,0,1,0,1,0,0,1,1,0,1,"0",1,0,0,1,0,0,1,1,1,"Otros",0,0,0
2019,778,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0",1,0,1,1,1,0,1,1,0,"Otros",0,1,0
2019,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,1,1,0,1,"0",0,0,0
2019,163,0,1,0,1,0,1,1,0,0,0,1,0,0,0,"0",0,0,1,1,1,1,1,0,0,"0",0,0,0
2019,131,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2019,473,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,663,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,552,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,1,0,0,"0",0,0,0
2019,772,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0",1,0,1,0,1,0,0,0,0,"0",0,0,0
2019,568,0,1,0,1,0,1,1,0,0,0,1,0,0,0,"0",1,0,1,1,1,0,1,0,0,"0",1,0,0
2019,398,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,1,0,0,"0",0,0,0
