año,NCODI,60_totalCompra,600_producFarma,601_materialSani,601_1_implantes,601_2_restoMateriaSani,606_servContratado,607_trabajoContratado,60X_restoCompras,61_variaExistencias,62_servExteriores,628_sumistro,62X_restoServiExter,64_gastoPersonal,640_sueldos,641_indemnizacion,642_SegSocEmpresa,643_649_OtrGasSocial,68_dotaAmortizacion,69_perdidaDeterioro,6X_restoGasto,tot_compraGasto
2020,1057,1485286,409867,256094,0,256094,0,583603,235722,0,1286858,432511,854347,12830247,10129236,0,2701011,0,0,0,0,15602391
2020,1031,136804,5534,652,0,652,0,103278,27340,0,37772,16415,21357,580864,439117,210,137883,3654,23947,0,6051,785438
2020,1032,51090196,19447883,9408015,9408015,0,18556003,3511365,166930,-261563,9843071,1303788,8539283,46146903,36045860,159486,9536472,405085,5588632,254699,385279,113047217
2020,1064,11027586,900298,5173188,617924,4555264,3441205,904265,608630,-109208,3227772,385386,2842386,15585877,12399669,23865,3019870,142473,2699081,318634,1920808,34670550
2020,226,12877102,1516691,1912060,96280,1815780,6604472,1427102,1416777,-61174,1962391,286890,1675501,6954160,5047569,170297,1606931,129363,1310541,274444,1230398,24547862
2020,687,26524893,8846204,6068214,1401978,4666236,6214533,4874520,521422,,1166189,1124930,41259,43268427,35601564,,7666863,,,,156893,71116402
2020,745,118611750,53475056,34118883,7465700,26653183,10856905,16958802,3202104,,3298072,2562861,735211,176899591,144339313,,32560278,,,,536836,299346249
2020,109,9363499,1750219,1788305,301716,1486589,5203333,395568,226074,-286246,2484999,257564,2227435,8062458,6296337,12314,1728301,25506,630251,155053,208856,20618870
2020,808,51523228,11137326,14147411,2283104,11864307,4242354,20753131,1243006,,2369340,1769215,600125,84743469,66399208,,18344261,,,,336294,138972331
2020,971,4489337,386866,1742910,595019,1147891,915754,1331581,112226,,313243,250299,62944,12879127,10031731,,2847396,,,,11651,17693358
2020,128,2752718,525111,640503,63429,577074,0,1488182,98922,13757,881424,77786,803638,2128336,1692479,1164,434693,0,153215,893,21894,5952237
2020,919,46051077,24635810,13977028,1930084,12046944,0,6352769,1085470,989936,8680746,1590916,7089830,88376101,70756420,0,17548290,71391,0,0,0,144097860
2020,1150,219234,14197,16514,0,16514,8047,0,180476,-1478,206135,25678,180457,1012469,725877,20547,234458,31587,75254,0,61758,1573372
2020,725,117904804,51749158,58174141,11148826,47025315,0,3312224,4669281,-9294526,21138548,3165830,17972718,184799186,145165729,0,39633457,0,2101381,0,16033666,332683059
2020,3,717014,38545,115443,0,115443,31818,380482,150726,0,385972,133212,252760,2218411,1408313,325029,462685,22384,59061,47253,56906,3484617
2020,306,23821,0,12208,0,12208,11613,0,0,0,57282,55766,1516,12223773,9854075,0,2369698,0,0,0,0,12304876
2020,15,107600,67600,30000,20000,10000,0,9000,1000,6000,50000,45000,5000,876699,649407,0,227292,0,0,0,0,1040299
2020,264,13169383,2017921,2499398,22150,2477248,5098210,1747023,1806831,-128628,2054512,196646,1857866,6074469,4628443,4507,1424495,17024,376587,726439,662701,22935463
2020,867,1494446,37421,470088,191492,278596,,968934,18003,-20332,352670,69000,283670,690910,518056,967,171121,766,99599,50000,46923,2714216
2020,910,22176845,12619480,8205277,1232718,6972559,0,52255,1299833,-1981503,4276187,466349,3809838,48258011,37970806,,10284971,2234,403849,0,6681411,79814800
2020,1053,35352446,21748311,9944023,734470,9209553,0,1909341,1750771,-1227671,6013657,103852,5909805,99383209,78634767,0,20732493,15949,583099,0,677993,140782733
2020,1055,54418937,26041875,24023758,1875563,22148195,0,1934743,2418561,-4268396,9686960,698508,8988452,119165248,93692892,0,25439176,33180,1014238,0,620034,180637021
2020,1081,238424,6417,112544,0,112544,0,12044,107419,0,194098,118992,75106,1930146,1514928,3922,404487,6809,173943,0,241192,2777803
2020,1115,1494444,37420,34274,7001,27273,0,968933,453817,-20332,223601,69000,154601,690910,518056,967,171121,766,99599,50000,175992,2714214
2020,529,2191781,170888,544991,,544991,0,1428758,47144,0,398050,246730,151320,9713407,7503520,140806,1889983,179098,0,0,1313,12304551
2020,345,2768826,363275,150452,0,150452,0,2187168,67931,0,1121697,370379,751318,15083019,11776851,219516,2810316,276336,0,0,3041,18976583
2020,515,3558819,130701,902382,447326,455056,1834121,422328,269287,29354,1742645,1033613,709032,8139444,6009289,0,1947361,182794,543448,5195284,122487724,141696718
2020,174,3007601,96416,702629,127715,574914,1937067,0,271489,-20816,858268,118861,739407,4571741,3457995,3835,1077279,32632,215731,0,100238,8732763
2020,523,14883223,976668,3445604,1490125,1955479,4750627,5103377,606947,-93955,1676268,480862,1195406,15466354,12025365,67066,3231168,142755,1782944,29761,499658,34244253
2020,697,20225775,3110364,7422111,1258025,6164086,8039595,697263,956442,-559147,6257352,667938,5589414,23722145,18285952,74773,5289378,72042,1467741,432820,314971,51861657
2020,239,16183853,1423080,3621354,799274,2822080,7506589,3100901,531929,-297075,3288742,788745,2499997,14733076,12048653,-157446,2801548,40321,1088795,845924,538568,36381883
2020,287,19349939,3141562,5795758,452675,5343083,6415230,3704533,292856,-219289,2464310,624640,1839670,18206847,14461284,116781,3509638,119144,795859,1059063,795529,42452258
2020,377,1752075,186855,363214,4094,359120,,1175731,26275,0,453074,180489,272585,8444074,6780633,0,1498116,165325,0,0,0,10649223
2020,692,39371943,25283927,9202878,1474054,7728824,2907647,883796,1093695,-366690,3899795,2661656,1238139,68058986,53503649,1190289,12285770,1079278,765711,0,535478,112265223
2020,435,6311206,1428079,4748122,385770,4362352,18855,27382,88768,24061,13381710,470896,12910814,11660821,9012618,64485,2583718,0,1600733,3673594,474426,37126551
2020,423,3816782,426636,513791,65747,448044,2005096,771920,99339,1469,1003836,161258,842578,4242504,3352007,32576,818365,39556,115093,280295,84734,9544713
2020,351,4528635,214503,533168,123457,409711,2503121,1094868,182975,393,387021,153840,233181,4501718,3574659,11184,893201,22674,186328,135483,-128763,9610815
2020,810,2544522,284424,342527,43831,298696,1336731,514614,66226,979,669223,107505,561718,2828338,2234672,21718,545577,26371,76728,186864,56490,6363144
2020,830,36031765,17714356,12140869,2353116,9787753,0,6176540,0,98553,1617309,1068664,548645,68057809,53597375,1022253,12240506,1197675,1447303,0,165447,107418186
2020,892,77257019,45322687,21057793,4423198,16634595,0,10044357,832182,0,7496960,2126224,5370736,117905550,95040121,0,20868777,1996652,0,0,0,202659529
2020,921,26232708,4054356,7022811,2151047,4871764,13071214,932376,1151951,-547359,8614702,783568,7831134,24656256,19376630,34470,5215946,29210,767942,448739,358116,60531104
2020,991,1074196,236110,301418,14061,287357,0,516985,19683,31961,468932,114260,354672,5806692,4679486,70784,949411,107011,67708,0,22911,7472400
2020,992,23620084,11721874,7464771,1101593,6363178,460931,3972508,0,357673,2533557,1262376,1271181,53050366,41867606,791500,9626071,765189,0,0,22709,79584389
2020,993,28352600,16947948,7375414,1226026,6149388,1051149,1991082,987007,1737734,2277775,937004,1340771,46759267,37423771,167619,8422955,744922,822647,0,36710,79986733
2020,1070,176511637,84002498,84919027,14478530,70440497,3777290,2305733,1507089,0,13071083,8361234,4709849,239299061,189746447,2427629,43662434,3462551,0,0,72169,428953950
2020,1095,4205114,236384,681352,267548,413804,2584579,581862,120937,-1000,557744,460957,96787,6180739,5031421,0,1245429,-96111,423098,0,2658202,14023897
2020,1094,1269785,96074,311720,97500,214220,,820338,41653,0,486307,106845,379462,1418920,1059005,5094,344515,10306,73254,119362,2493,3370121
2020,1124,136421,13918,20932,3178,17754,0,101571,0,0,165777,29185,136592,145593,101813,0,43780,0,105290,0,0,553081
2020,473,1483313,0,0,0,0,928582,477002,77729,-414,880301,403308,476993,3296380,2568640,0,727740,0,618755,2034,0,6280369
2020,663,112084777,55887317,25308475,5696528,19611947,16665805,10546394,3676786,0,20473085,3142055,17331030,157298083,127489641,17644,29521061,269737,6088562,350661,0,296295168
2020,552,10711754,2248944,4864117,2532186,2331931,1124816,1918401,555476,0,2664827,511201,2153626,18654426,15043805,0,3588672,21949,662721,4442,0,32698170
2020,772,250983087,136793044,81640083,18223686,63416397,9121850,17453021,5975089,-7821662,18616299,3869388,14746911,330110506,255686244,576333,72825969,1021960,21107363,1240727,0,614236320
2020,568,3564864,137740,1418896,654751,764145,5052,1452459,550717,0,794313,0,794313,6601088,4768104,67720,1521730,243534,0,0,0,10960265
2020,398,8340167,506116,3830796,2124168,1706628,898542,2830673,274040,-359514,2459689,659219,1800470,13337304,9998921,46182,3031954,260247,1126876,258540,0,25163062
2020,394,2502690,106880,870107,441557,428550,46035,1191099,288569,21285,418288,191955,226333,6949596,5200822,0,1551179,197595,273338,0,0,10165197
2020,614,1229473,49563,433018,160852,272166,10267,581116,155509,0,791093,21929,769164,2990556,2213649,2088,690639,84180,63000,0,0,5074122
2020,235,1433738,113253,546630,1452,545178,543491,208091,22273,4136,1319198,268808,1050390,4121695,2925941,36343,994983,164428,440339,0,0,7319106
2020,616,11610123,3273362,2592666,956528,1636138,4128833,779260,836002,-371893,2905070,424127,2480943,25436447,20421630,289063,4707472,18282,631871,0,0,40211618
2020,267,18669439,1233609,4620469,1414618,3205851,6657867,5532326,625168,-105124,2874576,645606,2228970,13301915,10328127,0,2962559,11229,1067153,384262,0,36192221
2020,565,8346962,1372476,2746283,801510,1944773,2905647,955344,367212,-211954,2805010,568492,2236518,20929898,16066433,0,4749944,113521,1569240,0,0,33439156
2020,220,4432154,537426,205992,34225,171767,2206111,1468462,14163,1875413,1573392,362396,1210996,8050771,6339390,46807,1609838,54736,941034,31584,164949,17069297
2020,278,13544832,2309749,2107400,2107400,0,7074126,1967053,86504,-57607,1474690,417788,1056902,9418107,7446488,5500,1957225,8894,1700183,33076,0,26113281
2020,107,1292057,149722,301199,0,301199,145341,565053,130742,-60074,492139,151738,340401,5358580,4059960,27625,1273722,-2727,517644,190,0,7600536
2020,711,149322408,77678002,46446594,14633126,31813468,8588435,14406581,2202796,0,27630682,5388916,22241766,213386165,173651256,1842,39380895,352172,5452746,772464,0,396564465
2020,204,825796,227212,190526,0,190526,45086,113074,249898,-7971,341415,90091,251324,5374733,3768352,0,1137890,468491,112984,0,0,6646957
2020,348,7464775,611373,3225242,2663553,561689,554163,2451601,622396,0,3170419,651600,2518819,19124362,15146244,40535,3651380,286203,1858956,330405,0,31948917
2020,766,19710170,4640292,6359293,512348,5846945,4293742,3131667,1285176,0,4041930,1053112,2988818,35306332,29185581,0,6058747,62004,2618744,657661,0,62334837
2020,761,3886175,492961,736404,0,736404,1329851,1196261,130698,-111039,2524652,358931,2165721,10720235,8683841,0,1983072,53322,621008,571714,0,18212745
2020,728,37533102,8312157,9601411,3601427,5999984,17899408,830437,889689,-453305,16536161,90135,16446026,45430721,35911352,89272,9260786,169311,3662170,3497053,0,106205902
2020,280,19700573,2790243,3329265,444593,2884672,11920500,14398,1646167,704316,3626145,693839,2932306,14049842,11103664,341850,2559733,44595,2945298,728842,0,41755016
2020,222,4812351,486701,870860,870860,0,3062297,370310,22183,-58254,1863027,252443,1610584,4527858,3594177,0,914643,19038,396597,28128,0,11569707
2020,276,76774388,10985768,13334320,5141426,8192894,26981045,24576058,897197,0,3707080,779,3706301,23612742,17925707,12924,5649505,24606,1190928,0,0,105285138
2020,11,19045870,3257725,4350406,0,4350406,9506086,649360,1282293,-113308,2521645,753829,1767816,25056281,18926072,0,6130209,0,3086329,14341,0,49611158
2020,302,5303871,43120,200116,0,200116,4766887,130144,163604,49139,781958,149258,632700,2551438,1778892,204262,568751,-467,252742,0,0,8939148
2020,682,12860641,3873318,2307156,798765,1508391,4381635,1749839,548693,151324,4945867,380544,4565323,26646795,21533047,62479,4980582,70687,2594136,11188,0,47209951
2020,279,39496867,5992697,10909920,3847619,7062301,6536023,92102,15966125,-398220,5529879,946933,4582946,21972634,16483975,62926,5399175,26558,2307350,553902,0,69462412
2020,282,58403459,10055202,18396994,7073754,11323240,17590664,11634011,726588,0,12645733,1384803,11260930,32185412,24957786,-205739,7430579,2786,1901142,405092,0,105540838
2020,281,15685741,5214440,4611992,808222,3803770,3104442,249895,2504972,0,5528379,1079980,4448399,36707827,27851617,0,8107009,749201,2563207,0,63364382,123849536
2020,183,1610207,233012,327003,0,327003,0,933395,116797,2222,726613,60056,666557,1190986,936862,0,254124,0,50827,0,139336,3720191
2020,610,4754626,236747,3053586,358745,2694841,0,956059,508234,21910,4389654,386066,4003588,18306172,15042324,60258,3111449,92141,832246,575787,0,28880395
2020,116,3886175,492961,736404,0,736404,86515,2439597,130698,-111039,2524652,358931,2165721,10720235,8683841,0,1983072,53322,621008,571715,0,18212746
2020,115,486650,149278,26521,0,26521,70382,79831,160638,0,474172,35969,438203,2304709,1867522,0,425864,11323,33439,0,1353,3300323
2020,114,465810,51948,26322,0,26322,31265,339863,16412,0,693161,52570,640591,910406,721140,7044,177010,5212,48137,32090,0,2149604
2020,119,1638788,207373,721219,257343,463876,0,0,710196,15008,4918591,249763,4668828,3436816,2795915,14000,602178,24723,235859,0,79344,10324406
2020,770,152287961,52099076,73277802,15180457,58097345,4847239,19325499,2738345,-550016,20130521,2264075,17866446,192645092,156709676,0,35399402,536014,2726636,155078,0,367395272
2020,583,9497318,2677487,2834086,1248065,1586021,1467735,2140452,377558,-270994,2967247,459698,2507549,32538283,25047223,63250,7301826,125984,1002774,0,0,45734628
2020,136,2963061,194938,485195,0,485195,225905,1907472,149551,-19271,957902,212476,745426,9942997,7475120,15000,2438540,14337,327373,0,0,14172062
2020,469,8595244,2967083,2192203,258029,1934174,1255682,1924675,255601,-221216,841283,378597,462686,15295433,11607615,423612,3264206,0,826725,0,0,25337469
2020,642,16356819,5587373,3011552,71079,2940473,2980521,4373013,404360,0,2172441,461848,1710593,40416754,32467938,0,7905297,43519,1435173,43913,0,60425100
2020,674,77070483,28075802,24569888,6644290,17925598,9825374,13353750,1245669,-1072231,18138854,2003099,16135755,131544861,104052974,0,27437051,54836,9066740,179269,0,234927976
2020,193,1782893,192537,236803,0,236803,140608,1147887,65058,0,953434,93829,859605,5888148,4852540,34635,998234,2739,46968,65276,0,8736719
2020,526,47594264,23790965,12048190,5000000,7048190,6282360,1310120,4162629,-261595,8173588,1373033,6800555,83113952,60863782,161520,18132685,3955965,2394358,0,0,141014567
2020,698,196436883,68987869,89868793,23108561,66760232,15588059,18018541,3973621,743869,14000792,4062646,9938146,237846807,192975895,0,44870912,0,10729401,392324,-31000,460119076
2020,630,16076046,7619776,3041592,497578,2544014,3007221,1127328,1280129,-588658,4608524,714704,3893820,35891221,28800431,293340,6757977,39473,1002030,0,0,56989163
2020,124,1585972,70001,127564,0,127564,195166,0,1193241,0,903302,127953,775349,5259719,4203049,0,1056670,0,47850,0,0,7796843
2020,364,2063886,131089,178874,0,178874,48586,1563737,141600,0,270309,218908,51401,4244362,3356532,0,887830,0,414322,0,0,6992879
2020,439,6499604,669100,1324358,334717,989641,3438423,640044,427679,-149564,1086088,277758,808330,8699122,7007614,8845,1672561,10102,856705,558897,0,17550852
2020,570,51683591,22167076,18361008,3182092,15178916,3381973,5061185,2712349,-1220597,8401837,2340372,6061465,96429488,78392243,69792,17710407,257046,7713307,317995,0,163325621
2020,123,1738526,269236,275115,0,275115,825825,0,368350,-22783,603380,252886,350494,7767013,6201039,0,1376111,189863,301647,0,0,10387783
2020,310,5294055,410684,896069,0,896069,389791,3201951,395560,-405468,2769868,429576,2340292,25890966,19578855,208691,5960874,142546,1405348,64734,0,35019503
2020,571,15813412,4635680,3493299,1062020,2431279,1620577,5632505,431351,34168,1798493,334097,1464396,29765958,24266649,8000,5310591,180718,1135115,19576,0,48566722
2020,296,1944373,175348,301932,0,301932,668702,635238,163153,-13863,1343234,198031,1145203,5492529,4191392,572,1299257,1308,30000,0,2485,8798758
2020,566,26973156,10611146,4411182,947689,3463493,4194765,4230831,3525232,-366112,3837571,1297397,2540174,48038470,38717836,0,8718626,602008,1848490,0,288670,80620245
2020,784,107146911,62168503,32339714,7882701,24457013,3445618,6165315,3027761,-130036,13963394,2613092,11350302,195754849,159555844,33828,36165177,0,5749819,3621,0,322488558
2020,102,7269738,672340,0,0,0,1989264,261355,4346779,-714352,2170344,595208,1575136,32596886,21653131,27756,7779923,3136076,1581272,0,0,42903888
2020,639,22042254,5512085,4577208,1658062,2919146,4450387,5740952,1761622,0,2339642,748972,1590670,51175627,40327711,114033,10670388,63495,4212354,0,0,79769877
2020,457,4357176,938015,988921,531395,457526,1259178,1035674,135388,0,1052401,173135,879266,11326384,9087518,64755,2141590,32521,437215,5808,0,17178984
2020,609,39112874,5598060,10884707,3760250,7124457,19253024,1767059,1610024,-413222,24716817,2346544,22370273,50005467,39505566,90347,10338229,71325,2781919,13325541,0,129529396
2020,101,498216,130490,80970,0,80970,57697,145192,83867,-3510,290247,39993,250254,3015268,2427843,0,587425,0,70968,6043,1345,3878577
2020,454,21074082,8298380,4660162,685929,3974233,4217036,2952566,945938,-516812,3373500,1106190,2267310,47806869,38385796,90198,9281037,49838,2328725,102056,0,74168420
2020,318,4515161,343885,298617,0,298617,330480,3139836,402343,0,2733325,412094,2321231,18463001,15073883,0,3384701,4417,585883,10844,0,26308214
2020,600,19209883,5378603,4786595,1348498,3438097,3423804,5089501,531380,-133768,2111690,671568,1440122,36492692,28460495,35000,7924339,72858,1533631,0,0,59214128
2020,545,40935419,20760018,9025441,2435255,6590186,6875959,3350110,923891,0,6083093,2269261,3813832,92373535,71479292,14049,20875799,4395,2720025,0,0,142112072
2020,100,543804,43189,116455,0,116455,7797,338691,37672,0,563985,105100,458885,3825673,2855039,0,970469,165,28674,0,0,4962136
2020,702,71304889,30846727,14979789,7201545,7778244,12885081,9579248,3014044,52999,15363903,1821133,13542770,90153464,70346069,54749,19080563,672083,2923576,107897,0,179906728
2020,778,38434420,14672466,9449902,1727288,7722614,2023510,11127539,1161003,-838860,2081628,1042045,1039583,60357361,45558083,77422,12557585,2164271,3077359,463127,0,103575035
2020,341,312968,44540,43335,12050,31285,30846,10400,183847,0,628589,96520,532069,1174080,914780,0,259300,0,112400,0,0,2228037
2020,99,1937399,188717,266491,0,266491,275876,1121979,84336,-14603,459320,162181,297139,5549555,4246314,0,1261096,42145,449432,0,0,8381103
2020,767,16957954,7420641,5719705,1515993,4203712,626419,2720830,470359,-77141,1548626,369650,1178976,37262852,30559401,0,6686732,16719,657906,0,2218318,58568515
2020,359,4384641,1232320,1310451,0,1310451,626235,1107572,108063,-77164,500969,164270,336699,10090076,8192585,13395,1876695,7401,345819,15156,0,15259497
2020,98,1035970,99319,255523,0,255523,45281,320404,315443,0,443713,88794,354919,4505070,3603546,0,896673,4851,220308,0,0,6205061
2020,132,899246,75909,196133,0,196133,51689,534174,41341,0,642244,79850,562394,2224652,1768343,797,446997,8515,295618,105183,0,4166943
2020,97,1808144,175828,65706,0,65706,43172,948698,574740,0,1078524,86051,992473,2843656,2314862,5072,523592,130,63153,0,0,5793477
2020,103,1089295,234504,247231,132849,114382,314795,258918,33847,0,263102,43284,219818,2831596,2271879,16189,535398,8130,109303,1452,0,4294748
2020,110,420584,30561,73866,0,73866,2474,284961,28722,0,140806,60634,80172,2437007,1910657,0,526350,0,125982,0,0,3124379
2020,94,387121,28647,18714,0,18714,0,63141,276619,0,152765,57179,95586,1860612,1521840,0,337330,1442,90041,11478,0,2502017
2020,91,133838,67004,66834,0,66834,0,0,0,-1945,1046294,81825,964469,3048199,2461951,0,586248,0,13731,0,48639,4288756
2020,664,41111436,19264488,9970832,3022127,6948705,4025924,6419195,1430997,-1165994,5210765,969945,4240820,80488687,66553183,36785,13898719,0,3439748,0,0,129084642
2020,918,323050348,173214876,107268620,23295959,83972661,32745619,0,9821233,1929505,50686530,6328901,44357629,421994045,339881718,404265,75072075,6635987,15465552,-259105,0,812866875
2020,92,352861,55815,34901,0,34901,18533,199836,43776,0,209444,68719,140725,1989082,1517856,0,468684,2542,2964,2619,0,2556970
2020,95,1548963,197446,336264,0,336264,19901,852880,142472,0,601935,179685,422250,5317686,4296352,15753,996184,9397,344182,1887,0,7814653
2020,301,1197339,281344,291338,14868,276470,324824,253904,45929,0,1246970,225092,1021878,4033865,3342187,0,617697,73981,383911,3584,0,6865669
2020,492,12617853,4938254,2720420,355408,2365012,2230107,2296036,433036,-309218,1803102,658278,1144824,24891154,19408091,53676,5399729,29658,466864,60732,0,39530487
2020,811,14016446,565005,550970,58390,492580,11631731,1268740,0,0,2609105,299644,2309461,4646928,3500166,0,1127976,18786,390771,69515,0,21732765
2020,812,96934015,66756101,2938608,0,2938608,22422029,4402664,414613,-4485423,11411748,1781474,9630274,52357355,42076488,3387,10277480,0,2635342,0,0,158853037
2020,832,137859,6377,6504,0,6504,0,64043,60935,3697,140306,19150,121156,534182,383993,3096,145134,1959,8476,0,0,824520
2020,841,51677,7624,0,0,0,1300,1,42752,0,89011,15274,73737,65289,48495,704,15271,819,15320,0,0,221297
2020,856,927252,137075,143509,0,143509,297562,293678,55428,0,514745,120307,394438,3729261,2843146,18000,861207,6908,215351,4523,0,5391132
2020,859,330554,56827,407,0,407,71660,3529,198131,0,587258,44894,542364,1915374,1467534,0,447840,0,3686,0,0,2836872
2020,861,268931,55378,0,0,0,6630,204533,2390,0,592034,25310,566724,1450449,1210068,0,242320,-1939,1366,0,0,2312780
2020,880,1292668,157875,174909,0,174909,0,897133,62751,0,510349,112270,398079,5260542,4277883,0,982659,0,138584,0,0,7202143
2020,883,1732799,208207,69128,0,69128,74029,1106100,275335,0,453414,215163,238251,9250098,7090423,80038,2079637,0,995786,0,0,12432097
2020,884,1181186,119825,65812,0,65812,17698,770355,207496,0,894958,121360,773598,2544848,2025026,0,519192,630,49448,0,0,4670440
2020,877,200432,10713,0,0,0,0,163907,25812,0,365493,36241,329252,1488060,1210541,0,258519,19000,86608,0,0,2140593
2020,911,10026642,496279,2001611,0,2001611,1592133,5433286,503333,-280165,3576562,1099679,2476883,34265703,27711876,16973,6462140,74714,1635635,83612,0,49307989
2020,913,291020,25514,0,0,0,83373,973,181160,0,172294,46997,125297,1773182,1214863,0,394872,163447,11337,0,0,2247833
2020,922,7726225,3075071,2596027,2596027,0,1648603,51746,354778,0,5823048,706673,5116375,15428564,11222326,63158,3604080,539000,2969054,187389,0,32134280
2020,923,1348564,242498,94739,0,94739,10701,717176,283450,0,351956,0,351956,13018783,10061464,8346,2948973,0,314055,0,0,15033358
2020,924,36664636,25781372,1384003,0,1384003,8518975,870095,110191,207104,2024607,168488,1856119,18549465,14985222,0,3564243,0,498007,0,0,57943819
2020,947,431612,14875,41135,0,41135,101001,245117,29484,0,121105,51145,69960,833750,654944,7815,166902,4089,112195,1305,0,1499967
