año,NCODI,anatomia_centro,diagnostico_centro,dialisis_centro,esterilizacion_centro,laboratorio_centro,rehabilitacion_centro,otras_Asistenciales_centro,anatomia_fuera,diagnostico_fuera,dialisis_fuera,esterilizacion_fuera,laboratorio_fuera,rehabilitacion_fuera,otras_Asistenciales_fuera,otros_Asis_texto,cocina_centro,lavanderia_centro,limpieza_centro,mantenimiento_centro,seguridad_centro,otros_NoAsistenciales_centro,cocina_fuera,lavanderia_fuera,otros_NoAsistenciales_fuera,otros_NoAsis_texto,oxigenoterapia_centro,oxigenoterapia_fuera,transporte_centro
2020,922,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",0,0,1,1,0,0,0,1,0,"0",0,0,0
2020,924,1,1,0,1,1,1,0,0,1,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,1,"1",1,0,0
2020,947,0,0,0,1,0,1,0,1,1,1,0,1,0,0,"0",1,1,1,1,1,0,0,0,0,"0",1,0,1
2020,951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",0,1,1,1,0,0,1,0,0,"0",0,0,0
2020,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,1,1,0,0,1,0,"0",0,0,0
2020,972,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2020,973,0,1,0,1,0,0,0,1,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,974,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,975,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2020,960,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",1,0,0,1,0,0,0,0,0,"0",0,0,0
2020,1028,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,0,0,1,1,0,0,0,0,"0",0,0,0
2020,977,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0",1,1,1,1,1,0,0,1,0,"0",0,0,0
2020,1020,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,1,1,0,0,1,1,0,"0",0,0,0
2020,994,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,995,0,0,0,1,0,1,0,1,1,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,1,"1",1,0,0
2020,1060,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,1,0,0,0,0,0,0,0,"0",0,0,0
2020,1005,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0",1,1,1,0,0,0,0,1,0,"0",0,0,0
2020,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,1062,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"1",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,1006,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,0,0,0,0,1,1,0,"0",0,0,0
2020,1088,0,1,0,1,1,1,0,1,0,0,0,1,1,0,"0",0,0,1,1,0,1,1,1,1,"1",0,0,0
2020,1089,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",1,0,0
2020,1076,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,1078,0,0,0,0,0,1,0,0,1,0,1,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,1033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,1
2020,1037,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,1067,0,1,0,1,1,1,0,1,1,0,0,1,0,0,"0",1,0,1,1,1,1,1,1,1,"1",1,0,0
2020,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,1,0,0,0,0,0,"0",0,0,0
2020,1066,0,1,0,1,1,0,0,1,0,0,0,0,1,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,1105,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,1,0,"0",0,0,0
2020,1107,0,0,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,1121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,0,0,0,1,0,0,0,"1",0,0,0
2020,1119,0,0,0,1,0,1,1,0,1,0,0,1,0,0,"1",1,1,1,1,0,1,0,0,0,"1",1,0,0
2020,207,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,1,0,"0",0,0,0
2020,431,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,0,0,0,0,1,0,"0",0,0,0
2020,387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,1,0,"0",0,0,0
2020,606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",0,0,1,1,1,0,0,0,0,"0",0,0,0
2020,925,0,0,0,1,0,0,0,0,1,1,0,1,0,0,"0",1,1,1,1,1,1,0,1,0,"1",0,1,1
2020,541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0",0,0,1,1,1,0,0,0,0,"0",0,1,0
2020,797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",0,0,1,0,1,1,0,0,0,"0",0,0,0
2020,627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,1,1,1,0,0,0,0,"0",0,1,0
2020,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,"0",0,0,0
2020,636,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",1,0,0
2020,205,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,814,0,1,0,0,0,0,0,1,0,0,0,1,0,0,"0",0,0,0,0,1,0,0,0,0,"0",0,0,0
2020,881,0,1,0,1,0,0,0,1,0,0,0,1,1,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2020,771,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"1",0,0,1,1,1,0,0,0,1,"1",0,1,1
2020,533,1,1,0,1,1,1,1,1,1,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,1,1
2020,447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,1,1,1,"1",0,0,0
2020,815,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"0",0,0,0,1,0,0,1,0,0,"1",0,0,0
2020,801,0,0,0,0,0,0,0,1,1,1,0,1,0,1,"0",1,0,1,1,1,0,0,1,1,"0",0,1,0
2020,800,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",1,0,0
2020,389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,1,0,1,"1",0,0,0
2020,695,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"1",0,0,1,1,1,1,0,0,1,"1",0,1,1
2020,1157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,1
2020,1163,0,1,0,1,1,1,0,1,0,1,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,0
2020,816,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,1,1,1,"1",0,0,1
2020,833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,1,0,1,"1",0,0,1
2020,870,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,927,0,1,0,1,0,1,0,1,0,0,0,1,0,1,"0",0,0,1,1,0,0,1,1,0,"0",1,0,0
2020,961,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"0",0,0,1,1,1,0,0,1,0,"0",0,0,0
2020,962,0,1,0,1,1,1,1,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,1079,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",0,0,1,1,0,0,1,1,0,"0",0,0,1
2020,1101,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,666,0,1,0,0,0,0,0,1,0,1,0,1,1,1,"0",1,0,1,1,1,1,0,1,1,"1",0,1,1
2020,392,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,1,"1",1,0,0
2020,790,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,650,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0",1,1,1,1,1,0,0,0,1,"1",0,1,1
2020,876,0,1,0,1,1,0,0,0,0,1,0,1,1,1,"1",1,0,1,1,1,1,0,1,0,"1",0,1,1
2020,944,0,1,0,0,0,0,1,1,0,0,0,1,0,0,"0",0,0,1,1,1,0,0,0,0,"0",0,0,0
2020,952,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,0,0,"0",0,0,0
2020,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,0,1,1,1,"1",1,0,0
2020,367,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"1",0,0,0
2020,538,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"1",1,0,1,1,1,1,0,1,0,"1",0,1,0
2020,557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",0,0,1,0,1,0,0,0,0,"0",0,0,0
2020,653,0,0,0,0,0,0,0,1,1,0,0,1,0,1,"0",1,0,1,0,1,0,1,1,0,"0",0,1,0
2020,647,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,1,0,1,0,0,1,0,"0",0,1,0
2020,978,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"1",1,0,1,1,1,1,0,1,0,"1",0,1,0
2020,996,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0",0,0,0,0,0,0,1,1,0,"0",0,1,0
2020,729,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"0",1,0,1,1,1,1,0,0,1,"0",0,1,1
2020,182,0,1,0,0,1,0,1,1,0,0,0,0,1,0,"1",0,0,0,0,0,1,0,1,0,"1",0,0,0
2020,633,1,1,0,1,1,1,0,1,1,0,0,1,0,0,"0",1,1,1,1,1,0,0,1,0,"0",0,0,0
2020,685,1,1,0,1,1,1,0,0,1,0,0,1,0,0,"0",1,0,0,1,0,0,0,1,0,"0",0,1,0
2020,683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",0,0,1,1,1,0,0,0,0,"0",0,1,1
2020,945,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,1,0,1,1,"1",1,1,1
2020,953,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"0",0,0,0,0,0,1,1,0,0,"1",0,0,0
2020,1022,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,1,0,1,1,"1",1,1,1
2020,1049,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,1,0,1,1,"1",1,1,1
2020,1151,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,1
2020,794,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",0,0,1,1,1,1,0,0,1,"0",0,0,1
2020,415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,0,"0",0,0,0
2020,592,0,1,1,1,1,1,1,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,"0",0,0,0
2020,726,0,0,0,0,0,0,0,1,1,1,0,1,1,1,"0",0,0,1,1,1,1,0,0,0,"1",0,1,0
2020,272,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"0",1,0,1,0,1,0,0,1,0,"0",0,0,0
2020,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,1,0,1,0,"1",0,1,1
2020,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,1,0,1,0,"1",0,0,0
2020,843,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",1,1,1,1,1,1,0,0,0,"1",0,0,0
2020,1127,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,1158,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"1",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,803,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"0",0,0,1,1,1,1,1,0,0,"1",1,1,0
2020,211,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",0,0,1,1,0,0,1,1,0,"0",0,0,0
2020,773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,0,1,1,0,0,0,"1",0,0,0
2020,424,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,298,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",1,0,0
2020,594,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",0,0,1,1,0,0,1,1,0,"0",0,0,0
2020,237,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2020,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,1,1,0,"0",0,0,0
2020,768,0,1,0,1,1,1,1,1,1,0,1,1,0,0,"1",1,1,1,1,0,1,0,1,1,"1",1,0,0
2020,617,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"1",1,0,1,0,1,1,0,1,0,"1",0,0,0
2020,297,0,1,0,1,1,1,0,1,1,0,0,0,0,0,"0",0,0,1,1,1,0,1,1,0,"0",0,0,0
2020,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,1,1,0,"0",0,0,0
2020,544,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"0",0,0,0,1,1,0,0,0,0,"0",0,0,0
2020,804,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",1,1,1,0,1,0,0,1,0,"0",0,0,0
2020,104,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,1,1,1,1,1,0,1,1,"1",0,0,0
2020,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",1,1,1,1,1,1,0,1,0,"1",1,0,0
2020,550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,1,1,0,"0",0,0,0
2020,112,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"0",1,1,1,1,1,0,0,1,0,"0",0,0,0
2020,818,0,0,0,1,0,1,0,1,1,1,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2020,882,0,0,0,1,0,1,0,1,1,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,0,1,1,0,1,0,"1",0,0,0
2020,928,1,1,0,1,1,1,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,0,0,1,1,"1",1,0,0
2020,964,1,1,0,1,1,0,1,1,1,0,1,1,0,1,"1",0,0,1,1,1,1,0,1,1,"1",0,0,1
2020,1026,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"0",1,0,1,1,0,1,0,0,1,"1",0,0,0
2020,1068,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,1,1,1,1,1,0,1,1,"1",0,0,1
2020,1108,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",0,0,1,1,0,0,1,1,0,"0",0,0,0
2020,404,0,1,0,1,0,0,0,1,0,0,0,1,0,0,"0",1,1,1,1,1,0,0,1,0,"0",1,0,0
2020,270,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,676,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"1",1,0,1,1,1,0,0,0,0,"0",0,0,0
2020,709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",0,0,1,1,1,1,0,1,1,"1",1,1,1
2020,754,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"0",0,0,0,0,0,0,0,0,0,"0",0,1,1
2020,997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,1
2020,1069,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,1
2020,1118,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,1116,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"0",0,0,0,1,1,1,0,0,0,"0",0,0,1
2020,734,1,1,1,1,1,1,1,0,1,1,0,1,0,1,"1",1,0,0,1,0,1,1,1,1,"1",1,1,0
2020,299,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,1046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,1,1,1,"1",1,0,0
2020,420,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,802,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0",0,0,1,0,1,1,0,1,0,"1",0,0,0
2020,266,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,1,0,0,0,0,0,0,0,"0",0,0,0
2020,769,1,1,0,1,1,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,776,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,1,0,1,1,"1",0,0,0
2020,640,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"1",1,0,1,1,1,1,0,1,0,"1",0,0,0
2020,315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,0,1,1,0,0,0,0,"0",0,0,0
2020,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,0,1,0,0,0,0,"0",0,0,0
2020,508,1,1,0,1,1,1,0,0,1,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,0,0,1,0,0,1,0,"0",0,0,0
2020,590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,777,1,1,0,1,1,1,0,0,1,0,0,0,0,0,"0",1,0,1,1,0,0,1,1,1,"1",0,0,0
2020,897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,1,1,1,1,0,0,1,"1",0,0,0
2020,965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,0,0,0,1,0,0,0,0,"0",0,0,0
2020,671,1,1,0,1,1,1,1,0,1,0,0,1,0,1,"0",1,0,1,1,1,0,0,1,0,"0",0,1,1
2020,376,1,1,0,1,1,1,0,1,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,1,0
2020,621,0,1,0,0,0,0,0,0,1,1,0,1,0,0,"0",1,0,1,1,1,1,0,0,0,"0",1,1,1
2020,793,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"0",0,0,1,1,1,0,0,0,0,"0",0,1,0
2020,1102,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",1,0,0
2020,1147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,1,1,1,"0",0,0,0
2020,712,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"1",0,0,1,1,1,1,0,0,0,"1",0,1,1
2020,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,1,0,1,0,"1",0,0,0
2020,361,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"1",0,0,1,0,1,1,0,1,1,"1",0,0,0
2020,486,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,1,0,"0",0,0,0
2020,595,0,1,0,0,0,0,0,0,1,1,0,1,1,1,"1",0,0,1,1,1,0,0,1,0,"0",0,1,0
2020,433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,0,1,0,1,1,"1",0,0,0
2020,1058,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"1",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,261,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,0,0,0,0,1,0,"0",0,0,0
2020,730,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"1",1,0,1,1,1,0,0,0,0,"0",0,1,0
2020,577,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,0,0,0,0,"0",0,1,1
2020,788,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2020,865,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,1,0,1,1,"1",1,1,1
2020,979,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,1,0,1,1,"1",1,1,1
2020,998,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,1,0,1,1,"1",1,1,1
2020,1072,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,1,0,1,1,"1",1,1,1
2020,221,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,506,0,0,0,1,0,1,1,1,1,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0",0,0,1,0,1,0,0,1,0,"0",0,1,0
2020,355,1,1,0,0,1,1,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,1,0,"0",0,0,0
2020,487,1,0,0,0,1,0,0,1,1,0,0,0,0,0,"0",1,0,0,1,0,0,0,1,0,"0",0,0,0
2020,938,1,1,1,1,1,1,0,0,0,1,0,1,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,0
2020,999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2020,798,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,1,0,1,1,"1",0,0,0
2020,504,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",1,1,1,0,1,0,0,0,0,"0",0,0,0
2020,247,0,1,0,1,1,1,1,1,0,0,0,0,0,0,"1",1,0,1,1,1,0,0,1,1,"1",0,0,0
2020,216,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,1,0,1,1,0,"0",0,0,0
2020,472,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,427,0,0,0,0,0,0,0,1,1,0,0,1,1,0,"0",0,0,0,0,0,0,1,1,1,"1",0,0,0
2020,491,0,0,0,0,0,0,1,1,1,0,0,1,0,0,"1",0,0,1,0,0,0,0,1,0,"0",0,0,0
2020,551,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"0",1,0,1,0,0,0,0,1,0,"0",0,0,0
2020,106,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,819,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,"0",1,0,0
2020,836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,0,0,0,"1",0,0,0
2020,915,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,0,0,0,0,1,0,0,"0",0,0,0
2020,942,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,1140,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"1",1,0,1,1,1,0,0,0,0,"0",0,0,1
2020,748,0,1,0,0,0,0,1,0,1,1,0,1,0,1,"1",0,0,1,1,1,1,1,1,1,"1",0,1,0
2020,198,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,1,0,0,0,1,1,0,"0",0,0,0
2020,871,0,1,0,0,1,0,1,1,1,0,0,1,0,1,"1",1,1,1,1,1,1,0,1,1,"1",0,1,0
2020,948,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,1,0,"0",0,0,0
2020,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,0,1,0,1,1,"1",0,0,0
2020,1083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,1096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,0,1,0,0,0,0,1,0,"0",0,0,0
2020,1159,0,1,0,1,0,0,0,1,0,0,0,1,0,0,"0",0,0,1,0,0,0,1,1,0,"0",0,0,0
2020,679,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"0",0,0,1,1,1,1,0,0,1,"1",0,0,0
2020,176,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,537,0,0,0,0,1,0,0,1,1,0,0,1,0,0,"0",1,0,1,0,0,0,0,0,0,"0",0,0,0
2020,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,1,1,0,1,0,"1",0,1,1
2020,596,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"0",0,1,1,0,1,1,0,0,0,"1",0,0,1
2020,749,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"1",0,0,1,1,1,1,0,1,1,"1",0,1,1
