año,NCODI,anatomia_centro,diagnostico_centro,dialisis_centro,esterilizacion_centro,laboratorio_centro,rehabilitacion_centro,otras_Asistenciales_centro,anatomia_fuera,diagnostico_fuera,dialisis_fuera,esterilizacion_fuera,laboratorio_fuera,rehabilitacion_fuera,otras_Asistenciales_fuera,otros_Asis_texto,cocina_centro,lavanderia_centro,limpieza_centro,mantenimiento_centro,seguridad_centro,otros_NoAsistenciales_centro,cocina_fuera,lavanderia_fuera,otros_NoAsistenciales_fuera,otros_NoAsis_texto,oxigenoterapia_centro,oxigenoterapia_fuera,transporte_centro
2020,758,0,1,0,1,0,0,0,1,0,1,0,1,1,1,"1",1,0,1,1,1,0,0,1,0,"1",1,0,0
2020,1104,0,0,0,1,0,0,0,0,1,1,0,0,1,0,"1",1,0,1,1,1,1,0,1,1,"1",0,1,0
2020,567,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"0",0,0,1,1,1,0,0,1,0,"0",0,0,0
2020,677,1,0,0,1,1,0,0,0,1,1,0,0,1,0,"0",1,0,1,1,1,0,0,1,1,"1",0,0,0
2020,670,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,1,0,1,0,0,0,0,0,"0",0,1,0
2020,588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,1,0,1,0,"1",1,0,0
2020,602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,0,0,1,0,"0",0,0,0
2020,254,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",1,0,0
2020,705,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,133,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,1,"1",0,0,0
2020,33,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"1",1,1,1,0,0,0,0,0,0,"0",0,0,1
2020,143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,1,1,"1",1,0,0
2020,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,1
2020,756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",1,1,1,1,1,0,0,0,1,"1",0,0,0
2020,662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,0,0,1,0,"0",0,1,0
2020,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,0,1,0,0,0,0,"0",1,0,0
2020,322,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,1,1,0,1,0,0,0,0,"0",0,0,0
2020,478,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,1
2020,352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",1,0,0,0,0,0,0,0,1,"1",0,0,0
2020,628,0,1,0,0,0,0,0,0,1,1,0,0,0,1,"1",1,0,1,1,1,1,0,1,1,"1",0,1,0
2020,495,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"1",0,0,1,1,1,0,0,1,1,"1",0,0,1
2020,845,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"0",1,0,1,1,1,1,0,0,0,"1",1,0,0
2020,498,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"1",1,0,1,1,1,0,0,1,1,"1",0,0,0
2020,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,1,1,"1",0,0,1
2020,1113,0,1,0,1,1,1,0,1,1,1,1,1,0,0,"0",0,1,1,1,1,0,1,1,0,"0",0,1,1
2020,1137,0,1,0,1,1,0,0,1,1,1,0,1,0,0,"0",0,0,1,1,1,0,1,1,0,"0",1,0,1
2020,1142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,1
2020,722,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"0",1,1,1,1,1,1,0,0,0,"1",0,1,1
2020,660,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"0",1,0,1,1,1,0,0,1,1,"1",0,0,0
2020,75,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"1",1,0,1,1,1,1,0,1,0,"1",0,0,0
2020,249,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,1,0,1,1,"1",0,0,0
2020,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,1,0,"0",0,0,0
2020,150,0,1,0,1,1,1,1,1,0,0,0,0,0,0,"0",0,0,1,1,0,0,1,1,0,"0",1,0,0
2020,47,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"0",1,1,0,0,0,0,0,0,0,"0",0,0,0
2020,172,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"0",1,0,0,0,0,0,0,1,0,"0",0,0,0
2020,581,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"0",0,0,1,0,1,0,0,0,0,"0",0,1,0
2020,120,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2020,445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,1,0,1,0,0,1,0,"0",1,0,0
2020,471,0,1,0,1,1,1,0,1,1,0,0,0,0,0,"0",1,1,1,0,0,0,0,0,1,"1",1,0,1
2020,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",1,0,0
2020,199,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,1,"1",0,0,0
2020,575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"1",0,1,1
2020,528,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"0",0,0,1,1,1,1,0,1,0,"1",0,1,1
2020,631,1,1,1,1,1,1,0,0,1,1,0,1,1,0,"0",1,1,1,1,1,0,1,1,0,"0",0,1,1
2020,699,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"1",1,0,1,1,1,1,0,0,0,"1",0,1,0
2020,823,0,0,0,0,0,0,1,1,1,0,1,0,0,0,"1",1,0,1,1,1,1,0,1,0,"1",0,0,1
2020,849,0,1,0,0,0,0,1,0,0,1,0,1,1,1,"1",1,0,1,1,1,0,0,0,0,"0",1,1,1
2020,869,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,0,0,0,0,1,0,"0",0,0,0
2020,955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,0,1,0,1,0,0,1,0,"1",0,0,0
2020,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,1002,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,1015,0,0,1,1,0,0,1,0,1,1,0,0,1,0,"1",1,1,1,1,1,1,0,1,0,"1",1,1,1
2020,1153,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"0",1,0,1,1,0,0,0,1,0,"1",0,0,0
2020,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,441,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"0",1,1,0,0,1,0,0,1,0,"0",0,0,0
2020,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,0,0,1,0,0,0,"1",0,0,0
2020,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,1,"1",1,0,0
2020,262,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"1",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,403,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,0,1,0,0,0,1,0,"0",0,0,0
2020,312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,1,1,0,0,1,0,"0",0,1,1
2020,665,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"1",1,0,1,1,1,0,0,1,1,"1",0,1,1
2020,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,1075,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,1,1,1,1,0,1,1,"1",0,1,1
2020,751,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"1",0,0,1,1,1,1,0,1,0,"1",0,1,1
2020,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,646,0,0,1,0,0,0,0,0,1,0,0,1,0,1,"1",0,0,1,1,1,0,0,1,0,"0",0,1,1
2020,536,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,1
2020,242,0,1,0,1,1,1,0,1,0,0,0,1,1,0,"0",1,1,1,1,1,0,0,0,0,"0",1,0,1
2020,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,0,1,0,0,0,0,"0",0,0,0
2020,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,0,0,1,0,1,0,"1",0,0,1
2020,206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,1,1,0,"0",0,0,0
2020,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,1,1,0,0,0,1,0,"0",0,1,0
2020,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,0,1,0,1,0,0,1,0,"0",1,0,0
2020,180,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",0,0,1,1,0,0,0,1,0,"0",0,0,0
2020,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,0
2020,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2020,743,0,0,0,0,0,0,0,1,1,1,0,1,1,0,"0",1,0,1,1,1,0,0,0,0,"0",0,1,0
2020,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,1,0,1,1,"1",0,0,0
2020,269,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"0",0,0,1,1,0,0,1,1,0,"0",0,0,0
2020,634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,1,0,0,1,0,"0",0,0,0
2020,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,0,"0",0,0,0
2020,717,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"0",0,0,1,1,1,0,0,1,0,"0",0,1,1
2020,373,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,1,0,0,0,"1",0,0,0
2020,824,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"0",1,0,1,1,0,0,1,1,1,"0",0,0,0
2020,888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",1,0,1,1,1,0,0,1,1,"0",0,1,0
2020,902,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,0,1,0,1,1,1,1,"1",1,0,0
2020,968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,0,0,0,1,0,0,0,"1",0,0,0
2020,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,0,0,"1",0,1,1
2020,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,0,1,1,0,"0",0,1,0
2020,1141,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",0,0,1,1,0,0,1,1,1,"0",0,0,0
2020,1145,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"0",1,0,0,1,1,0,0,0,0,"0",1,0,0
2020,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,1133,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"0",0,1,1,1,0,0,1,0,0,"0",0,0,0
2020,346,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"0",1,0,0,0,0,0,0,0,0,"0",0,0,0
2020,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"1",1,0,0,0,1,0,0,0,0,"0",0,0,0
2020,165,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",0,0,0,0,0,0,1,1,0,"0",1,0,0
2020,956,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,1,1,1,0,0,1,0,"0",0,1,1
2020,149,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",0,0,1,0,0,0,1,1,0,"0",0,0,0
2020,612,0,0,0,0,1,1,0,1,0,0,0,1,1,0,"0",1,0,1,0,0,0,0,1,0,"0",0,0,0
2020,559,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",0,0,1,0,0,0,1,0,0,"0",0,0,0
2020,283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,1,0,0,1,0,"0",0,0,0
2020,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,1,0,"0",0,0,0
2020,721,0,0,0,0,0,0,1,0,1,1,0,1,1,0,"1",1,0,1,1,1,1,0,1,1,"1",0,0,0
2020,485,0,1,0,1,1,0,0,1,0,0,0,1,0,0,"0",0,0,1,0,1,0,0,1,0,"0",0,0,0
2020,273,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,0,0,1,0,"0",0,0,0
2020,846,0,0,0,1,0,0,0,0,0,1,0,1,1,0,"0",1,0,1,1,1,1,0,1,1,"1",0,1,0
2020,847,0,1,0,1,1,0,0,1,0,0,0,0,0,0,"0",1,0,1,1,0,1,0,1,0,"1",0,0,0
2020,848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,"0",0,0,0
2020,916,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,1,0,"0",0,0,0
2020,930,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,1,0,"0",0,1,0
2020,954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",1,0,1,1,1,0,0,1,1,"1",0,0,0
2020,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,1,0,1,0,"1",1,0,0
2020,949,0,0,0,0,0,0,0,0,1,1,0,0,1,1,"0",1,0,1,1,1,1,0,1,1,"1",0,1,0
2020,980,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,1,1,"1",0,0,0
2020,981,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",0,0,0,1,0,0,1,1,0,"0",0,0,0
2020,1024,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"1",1,1,1,1,1,0,0,1,0,"0",0,0,0
2020,1017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,1,1,"1",1,0,1
2020,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,1,0,1,0,"1",1,0,0
2020,1018,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"1",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,1001,1,1,0,1,1,0,0,0,0,0,0,0,1,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,0
2020,1007,0,1,0,1,1,0,0,0,1,1,0,0,0,0,"0",1,1,1,1,1,1,0,0,0,"1",0,0,0
2020,1008,0,1,0,1,1,0,0,0,1,1,0,1,1,1,"1",1,0,1,1,1,1,0,1,0,"1",0,1,0
2020,1010,0,1,0,1,1,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,1,1,0,0,0,"1",0,1,0
2020,1011,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,1,0,1,0,"1",0,0,0
2020,1012,0,1,0,1,1,0,0,0,0,0,1,1,0,0,"0",1,0,1,1,1,1,0,1,1,"1",0,0,0
2020,1013,0,0,0,1,0,0,1,0,1,1,0,1,1,1,"0",1,0,1,1,1,1,0,1,0,"1",0,0,0
2020,1041,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,1,1,1,0,0,1,0,0,"0",1,0,0
2020,1073,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"0",1,0,1,1,1,1,0,1,0,"1",0,1,0
2020,1087,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"1",0,0,0,0,1,0,0,1,0,"0",0,1,0
2020,1109,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"1",0,0,0,0,1,0,0,1,0,"0",0,1,0
2020,1110,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,0,0,"0",1,0,0
2020,1112,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",0,1,1,1,1,0,1,0,0,"0",1,0,0
2020,1156,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"1",1,0,1,1,1,0,0,1,0,"0",0,0,1
2020,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,1,0,"0",0,0,0
2020,1126,1,1,0,1,1,0,0,0,1,1,0,0,1,1,"1",1,0,1,1,1,1,1,1,0,"1",0,0,0
2020,1160,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,1,1,0,0,1,1,0,"0",1,0,0
2020,1152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",0,0,1,0,1,0,1,0,0,"0",0,0,0
2020,789,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,1,1,0,0,0,1,0,1,"1",0,0,0
2020,326,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2020,442,0,1,0,0,1,1,0,1,0,0,0,1,0,1,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,1,0,0,1,0,"0",0,0,0
2020,378,1,1,0,1,1,1,0,1,1,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,402,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2020,29,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"0",1,1,1,1,1,0,0,1,1,"1",1,0,0
2020,450,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,656,1,1,0,1,1,1,0,0,1,1,0,0,0,0,"0",1,0,0,1,0,0,0,0,0,"0",0,1,1
2020,333,0,1,1,1,1,1,1,1,0,0,0,0,0,0,"0",1,0,1,1,1,1,0,1,0,"0",1,0,0
2020,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,0,1,0,0,1,0,"0",1,0,1
2020,422,1,1,1,1,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2020,763,1,1,1,0,1,1,0,1,1,1,0,1,0,1,"0",1,1,1,1,1,0,1,1,0,"0",1,1,1
2020,741,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"1",0,0,1,1,1,0,0,1,0,"0",1,1,0
2020,553,0,0,0,1,0,0,0,1,1,1,1,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,1,1
2020,899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,0,0,0,0,0,0,1,0,"0",0,0,0
2020,900,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,950,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"0",0,0,1,1,0,0,1,1,0,"0",1,0,0
2020,966,0,1,0,1,1,0,0,1,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",1,0,0
2020,967,0,0,0,0,0,1,0,1,1,0,0,1,0,1,"0",1,1,1,1,1,0,0,0,1,"1",1,0,0
2020,982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,0,0,1,0,"0",0,0,0
2020,1080,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"0",0,0,0,0,1,0,0,1,0,"0",0,1,1
2020,1074,0,1,0,1,1,1,1,1,0,0,0,0,0,0,"0",0,0,1,1,1,0,1,1,1,"0",1,0,1
2020,1084,1,1,0,1,1,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2020,153,1,1,0,1,1,1,0,1,0,0,0,1,1,0,"0",1,1,1,1,1,0,0,1,0,"0",1,1,0
2020,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,0,1,0,0,0,0,"0",0,0,0
2020,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,"0",0,0,0
2020,556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,1,0,1,0,0,0,0,"0",0,0,0
2020,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,1,1,0,"0",0,0,0
2020,31,0,1,0,1,0,1,0,1,0,1,0,1,0,0,"0",1,0,1,1,1,0,1,1,0,"0",1,0,1
2020,740,0,0,0,0,0,0,1,1,0,1,0,1,0,1,"0",1,0,1,1,1,1,0,1,0,"1",0,1,0
2020,217,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"0",1,0,1,0,1,0,0,1,0,"0",0,0,0
2020,863,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"0",1,0,0,1,0,1,0,1,0,"1",0,0,0
2020,889,0,0,1,0,0,0,0,1,1,0,0,1,1,1,"1",0,0,1,1,1,1,0,1,0,"1",0,1,1
2020,984,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,1,0,"0",0,0,1
2020,1106,0,1,0,1,1,1,0,1,0,0,0,1,1,0,"0",0,0,1,1,0,0,1,1,0,"0",1,0,0
2020,1146,0,1,0,1,0,0,0,1,1,0,0,1,1,1,"0",1,1,1,1,0,0,0,0,1,"1",1,0,0
2020,34,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,791,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2020,430,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"0",0,0,1,0,1,0,0,1,0,"0",0,0,0
2020,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,1,0,0,1,0,"0",0,0,0
2020,524,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"0",1,0,0,0,0,0,0,1,0,"0",0,1,0
2020,432,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",0,0,0,1,0,0,1,1,0,"0",1,0,0
2020,19,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,1,0,"0",0,0,0
2020,26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,890,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,0
2020,904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0",1,0,1,1,1,0,0,0,0,"0",0,1,0
2020,957,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"0",1,1,1,1,1,0,0,1,0,"0",0,1,1
2020,939,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"1",0,0,1,1,1,0,0,1,1,"1",0,1,1
2020,236,1,1,0,0,1,0,1,1,0,0,0,0,0,0,"1",1,0,0,0,1,0,0,1,0,"0",0,0,0
2020,735,1,1,1,1,1,1,0,0,1,1,0,0,1,0,"0",1,0,1,0,0,0,0,1,0,"0",0,1,0
2020,363,0,1,0,1,1,0,0,1,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,1,0,"0",0,0,0
2020,187,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"0",1,0,0,0,1,0,0,1,0,"0",0,0,0
2020,295,0,1,0,1,1,1,0,1,0,0,0,1,1,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,496,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"0",1,1,1,1,1,0,0,1,0,"0",1,0,1
2020,391,1,1,0,1,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,240,0,1,1,0,1,1,0,1,1,1,0,1,1,0,"0",1,1,1,1,1,0,0,1,0,"0",1,0,0
2020,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,1,0,0,0,0,"0",0,0,0
2020,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",1,0,0,0,1,0,0,0,0,"0",0,0,1
2020,339,0,1,0,1,0,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,874,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",0,0,1,1,1,1,0,1,0,"1",0,0,0
2020,905,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,"0",0,0,0
2020,1123,0,1,0,1,0,0,0,1,0,0,0,1,0,0,"0",0,0,1,1,0,0,1,1,0,"0",0,0,0
2020,736,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",1,0,1,1,1,1,0,1,0,"1",0,1,1
2020,459,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,320,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,1,1,1,1,0,0,1,0,"0",0,0,1
2020,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,1,0,"0",0,0,0
2020,618,1,1,0,1,1,1,0,0,1,1,0,0,0,0,"1",1,0,1,1,1,1,0,1,0,"1",0,1,1
2020,463,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0",1,0,1,1,1,0,0,1,1,"1",0,0,0
2020,891,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,1
2020,958,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"1",0,0,1,0,1,0,0,0,0,"0",0,1,0
2020,244,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
