año,NCODI,partoVaginal,cesareas,rNacVivos,vivos_menor2500,exitusMaternal
2020,180,0,0,0,0,0
2020,549,67,28,95,2,0
2020,748,1487,393,1906,165,0
2020,198,0,0,0,0,0
2020,871,346,89,436,14,0
2020,948,22,6,28,0,0
2020,1051,0,0,0,0,0
2020,1083,0,0,0,0,0
2020,1096,0,0,0,0,0
2020,1159,0,0,0,0,0
2020,679,853,272,1134,88,0
2020,176,0,0,0,0,0
2020,537,0,0,0,0,0
2020,608,240,78,322,22,0
2020,596,124,50,174,12,0
2020,749,0,0,0,0,0
2020,758,3648,787,3723,163,0
2020,1104,1276,342,1635,145,0
2020,567,0,0,0,0,0
2020,677,0,0,0,0,0
2020,670,0,0,0,0,0
2020,588,0,0,0,0,0
2020,753,3994,979,5011,405,0
2020,887,0,0,0,0,0
2020,245,608,244,856,76,0
2020,603,380,299,684,31,0
2020,426,0,0,0,0,0
2020,232,1501,771,2302,148,2
2020,288,0,0,0,0,0
2020,246,285,200,496,0,0
2020,284,337,208,553,27,0
2020,18,0,0,0,0,0
2020,356,0,0,0,0,0
2020,401,0,0,0,0,0
2020,733,1372,399,1783,118,1
2020,243,0,0,0,0,0
2020,380,0,0,0,0,0
2020,716,0,0,0,0,0
2020,534,0,0,0,0,0
2020,185,0,0,0,0,0
2020,258,0,0,0,0,0
2020,505,0,0,0,0,0
2020,268,0,0,0,0,0
2020,602,420,259,685,62,0
2020,254,183,176,359,9,0
2020,705,407,196,609,18,0
2020,133,1236,537,1794,60,0
2020,33,0,0,0,0,0
2020,143,0,0,0,0,0
2020,36,0,0,0,0,0
2020,756,423,124,583,12,0
2020,662,1178,285,1482,48,0
2020,192,0,0,0,0,0
2020,382,0,0,0,0,0
2020,322,0,0,0,0,0
2020,478,0,0,0,0,0
2020,352,0,0,0,0,0
2020,628,785,244,1042,99,0
2020,495,0,0,0,0,0
2020,845,622,170,807,61,0
2020,498,195,63,262,22,0
2020,314,0,0,0,0,0
2020,720,0,0,0,0,0
2020,721,1050,297,1354,74,0
2020,485,0,0,0,0,0
2020,273,26,5,31,0,0
2020,846,917,180,1107,57,0
2020,847,0,0,0,0,0
2020,848,1182,568,1773,45,0
2020,916,0,0,0,0,0
2020,930,310,127,446,33,0
2020,954,1106,226,1350,79,0
2020,943,0,0,0,0,0
2020,949,3746,1424,5189,390,0
2020,980,933,386,1319,6,0
2020,981,0,0,0,0,0
2020,1024,1156,363,1601,96,0
2020,1017,0,0,0,0,0
2020,1000,0,0,0,0,0
2020,1018,808,198,1006,65,0
2020,1001,337,228,570,30,0
2020,1007,1266,322,1601,61,0
2020,1008,490,119,613,28,0
2020,1010,334,97,437,29,0
2020,1011,447,84,542,27,0
2020,1012,985,253,1257,80,0
2020,1013,2127,463,2636,165,0
2020,1041,0,0,0,0,0
2020,1073,1316,306,1640,88,0
2020,1087,1528,227,1755,171,0
2020,1109,581,94,677,32,0
2020,1110,832,247,1087,30,0
2020,1112,0,0,0,0,0
2020,1156,0,0,0,0,0
2020,1155,0,0,0,0,0
2020,1148,265,97,362,21,0
2020,1126,1394,364,1767,106,0
2020,1160,0,0,0,0,0
2020,1152,0,0,0,0,0
2020,789,0,0,0,0,0
2020,326,0,0,0,0,0
2020,442,644,377,1033,45,0
2020,294,240,167,413,30,
2020,378,166,168,340,17,0
2020,402,0,0,0,0,0
2020,29,0,0,0,0,0
2020,450,0,0,0,0,0
2020,656,509,173,682,25,0
2020,333,276,166,446,20,0
2020,684,695,187,882,50,0
2020,422,0,0,0,0,0
2020,763,3334,1274,4671,512,0
2020,741,210,68,278,17,0
2020,553,1782,405,2217,150,0
2020,899,0,0,0,0,0
2020,900,0,0,0,0,0
2020,950,0,0,0,0,0
2020,966,166,106,272,15,0
2020,967,0,0,0,0,0
2020,982,0,0,0,0,0
2020,1080,841,337,1198,82,0
2020,1074,0,0,0,0,0
2020,1084,0,0,0,0,0
2020,1113,15,10,25,0,0
2020,1137,0,0,0,0,0
2020,1142,375,133,508,25,0
2020,722,5216,1369,6680,502,0
2020,660,0,0,0,0,0
2020,75,0,0,0,0,0
2020,249,478,221,720,48,0
2020,227,296,250,553,27,0
2020,150,0,0,0,0,0
2020,47,0,0,0,0,0
2020,172,0,0,0,0,0
2020,581,297,133,438,23,0
2020,120,0,0,0,0,0
2020,445,0,0,0,0,0
2020,471,0,0,0,0,0
2020,53,0,0,0,0,0
2020,199,0,0,0,0,0
2020,575,804,265,1069,24,0
2020,528,358,126,488,25,0
2020,631,1145,350,1499,62,0
2020,699,0,0,0,0,0
2020,823,0,0,0,0,0
2020,849,0,0,0,0,0
2020,582,142,48,190,0,0
2020,743,978,228,1221,99,0
2020,795,0,0,0,0,0
2020,269,0,0,0,0,0
2020,634,0,0,0,0,0
2020,1,0,0,0,0,0
2020,717,135,30,166,17,0
2020,373,0,0,0,0,0
2020,824,1584,302,1910,190,0
2020,888,108,31,139,8,0
2020,902,0,0,0,0,0
2020,968,0,0,0,0,0
2020,1154,249,66,319,21,0
2020,1130,0,0,0,0,0
2020,1141,0,0,0,0,0
2020,1145,0,0,0,0,0
2020,1122,0,0,0,0,0
2020,1133,0,0,0,0,0
2020,346,0,0,0,0,0
2020,27,0,0,0,0,0
2020,165,0,0,0,0,0
2020,956,587,254,855,58,0
2020,149,0,0,0,0,0
2020,612,536,598,1152,96,0
2020,559,0,0,0,0,0
2020,7,0,0,0,0,0
2020,283,0,0,0,0,0
2020,37,0,0,0,0,0
2020,153,0,0,0,0,0
2020,547,887,264,1162,70,1
2020,397,0,0,0,0,0
2020,556,736,228,978,65,0
2020,42,0,0,0,0,0
2020,31,0,0,0,0,0
2020,740,3377,316,3771,379,0
2020,217,0,0,0,0,0
2020,863,0,0,0,0,0
2020,889,0,0,0,0,0
2020,984,0,0,0,0,0
2020,1106,0,0,0,0,0
2020,1146,0,0,0,0,0
2020,34,0,0,0,0,0
2020,791,0,0,0,0,0
2020,430,0,0,0,0,0
2020,715,33,26,59,2,0
2020,524,33,27,60,0,0
2020,432,0,0,0,0,0
2020,19,30,60,90,2,0
2020,25,0,0,0,0,0
2020,26,0,0,0,0,0
2020,890,1033,241,1293,116,0
2020,904,298,94,395,8,0
2020,957,2557,731,3332,282,0
2020,939,1253,382,1656,146,0
2020,236,127,83,212,10,0
2020,735,2035,463,2532,229,0
2020,363,0,0,0,0,0
2020,187,0,0,0,0,0
2020,295,0,0,0,0,0
2020,496,493,128,621,20,0
2020,609,1184,548,1730,97,0
2020,101,0,0,0,0,0
2020,454,455,108,565,19,0
2020,318,0,0,0,0,0
2020,600,309,64,371,8,0
2020,545,864,168,1043,90,0
2020,100,0,0,0,0,0
2020,702,657,231,898,62,0
2020,778,793,210,1008,44,0
2020,341,0,0,0,0,0
2020,99,0,0,0,0,0
2020,767,0,0,0,0,0
2020,359,0,0,0,0,0
2020,98,0,0,0,0,0
2020,132,0,0,0,0,0
2020,97,0,0,0,0,0
2020,103,0,0,0,0,0
2020,110,0,0,0,0,0
2020,94,0,0,0,0,0
2020,91,0,0,0,0,0
2020,664,719,180,899,60,0
2020,113,0,0,0,0,0
2020,619,0,0,0,0,0
2020,163,0,0,0,0,0
2020,131,0,0,0,0,0
2020,375,0,0,0,0,0
2020,1090,1860,228,2111,143,0
2020,764,1306,440,1771,185,0
2020,14,202,186,390,0,0
2020,657,228,120,349,16,0
2020,362,0,0,0,0,0
2020,989,215,67,285,9,0
2020,990,231,136,367,25,0
2020,680,1545,447,2029,231,0
2020,411,301,270,580,44,0
2020,241,12,15,27,0,0
2020,918,1916,738,2693,367,0
2020,92,0,0,0,0,0
2020,95,0,0,0,0,0
2020,301,0,0,0,0,0
2020,492,396,87,481,7,0
2020,558,664,246,917,57,0
2020,248,0,0,0,0,0
2020,224,0,1,1,0,0
2020,591,856,236,1107,156,0
2020,586,878,223,1110,75,0
2020,453,0,0,0,0,0
2020,145,0,0,0,0,0
2020,511,694,264,961,61,0
2020,530,1017,271,1300,59,0
2020,6,161,227,388,0,0
2020,161,0,0,0,0,0
2020,623,667,241,929,104,0
2020,875,0,0,0,0,0
2020,946,123,58,181,13,0
2020,1023,902,201,1103,59,0
2020,1054,759,238,997,47,0
2020,1057,0,0,0,0,0
2020,1031,0,0,0,0,0
2020,1032,1083,275,1358,53,0
2020,1064,173,46,219,20,0
2020,226,281,128,409,31,0
2020,687,784,216,1004,53,0
2020,745,2199,540,2771,248,0
2020,109,161,178,341,0,0
2020,808,1935,481,2434,153,0
2020,971,0,0,0,0,0
2020,128,0,0,0,0,0
2020,919,540,161,708,50,0
2020,1150,0,0,0,0,0
2020,725,1415,557,1982,42,0
2020,3,0,0,0,0,0
2020,306,0,0,0,0,0
2020,15,0,0,0,0,0
2020,264,144,138,282,7,0
2020,867,0,0,0,0,0
2020,910,363,196,559,20,0
2020,1053,526,353,884,45,0
2020,1055,921,302,1240,74,0
2020,1081,0,0,0,0,0
2020,1115,0,0,0,0,0
2020,529,0,0,0,0,0
2020,345,0,0,0,0,0
2020,515,0,0,0,0,0
2020,174,0,0,0,0,0
2020,523,0,0,0,0,0
2020,697,594,242,834,19,0
2020,239,0,0,0,0,0
2020,287,456,130,586,57,0
2020,377,0,0,0,0,0
2020,692,953,132,1091,37,0
2020,435,103,78,181,8,0
2020,423,33,26,60,3,0
2020,351,0,0,0,0,0
2020,810,30,14,44,0,0
2020,830,718,172,894,0,0
2020,892,1533,270,1825,98,0
2020,921,425,301,731,36,0
2020,991,48,11,59,0,0
2020,992,751,147,900,42,0
2020,993,413,113,539,28,0
2020,1070,1319,420,1773,225,0
2020,1095,0,0,0,0,0
2020,1094,0,0,0,0,0
2020,1124,0,0,0,0,0
2020,473,2426,834,3273,373,0
2020,663,865,293,1159,71,0
2020,552,0,0,0,0,0
2020,772,0,0,0,0,0
2020,568,0,0,0,0,0
2020,398,0,0,0,0,0
2020,394,0,0,0,0,0
2020,614,0,0,0,0,0
2020,235,0,0,0,0,0
2020,616,0,0,0,0,0
2020,267,634,496,1135,53,0
2020,565,0,0,0,0,0
2020,220,90,78,170,3,0
2020,278,602,396,1010,25,0
2020,107,0,0,0,0,0
2020,711,1116,415,1551,163,0
2020,204,0,0,0,0,0
2020,348,0,0,0,0,0
2020,766,0,0,0,0,0
2020,761,0,0,0,0,0
2020,728,0,0,0,0,0
2020,280,741,521,1278,52,0
2020,222,0,0,0,0,0
2020,276,2062,584,2875,171,0
2020,11,0,0,0,0,0
2020,302,25,17,42,0,0
2020,682,0,0,0,0,0
2020,279,1988,925,2966,276,0
2020,282,1064,691,1767,65,0
2020,281,461,333,750,56,0
2020,183,0,0,0,0,0
2020,610,0,0,0,0,0
2020,116,0,0,0,0,0
2020,115,0,0,0,0,0
2020,114,0,0,0,0,0
2020,119,0,0,0,0,0
2020,770,1307,507,1841,162,0
2020,583,0,0,0,0,0
2020,136,0,0,0,0,0
2020,469,110,40,150,0,0
2020,642,542,156,702,26,0
2020,674,2841,1062,3989,419,0
2020,193,0,0,0,0,0
2020,526,977,303,1277,83,0
2020,698,0,0,0,0,0
2020,630,870,208,1088,60,0
2020,124,0,0,0,0,0
2020,364,0,0,0,0,0
2020,439,40,24,64,2,0
2020,570,1125,284,1424,96,0
2020,123,0,0,0,0,0
2020,310,0,0,0,0,0
2020,571,591,111,699,31,0
2020,296,0,0,0,0,0
2020,566,241,64,311,13,0
2020,784,1629,394,2036,151,1
2020,102,0,0,0,0,0
2020,639,719,187,912,34,0
2020,457,0,0,0,0,0
2020,811,498,166,673,29,0
2020,812,0,0,0,0,0
2020,832,0,0,0,0,0
2020,841,0,0,0,0,0
2020,856,0,0,0,0,0
2020,859,0,0,0,0,0
2020,861,0,0,0,0,0
2020,880,0,0,0,0,0
2020,883,0,0,0,0,0
2020,884,0,0,0,0,0
2020,877,0,0,0,0,0
2020,270,321,121,442,9,0
2020,676,357,108,465,28,0
2020,709,677,207,884,37,0
2020,754,2138,644,2782,266,0
2020,997,202,59,261,2,0
2020,1069,0,0,0,0,0
2020,1118,255,121,380,13,0
2020,1116,1754,530,2310,203,2
2020,734,995,278,1292,51,0
2020,299,0,0,0,0,0
2020,1046,0,0,0,0,0
2020,420,0,0,0,0,0
2020,802,0,0,0,0,0
2020,266,326,81,408,7,0
2020,769,0,0,0,0,0
2020,776,0,0,0,0,0
2020,640,330,58,384,11,0
2020,315,0,0,0,0,0
2020,40,0,0,0,0,0
2020,508,0,0,0,0,0
2020,46,0,0,0,0,0
2020,911,0,0,0,0,0
2020,913,0,0,0,0,0
2020,922,423,170,593,0,0
2020,923,0,0,0,0,0
2020,924,0,0,0,0,0
2020,947,0,0,0,0,0
2020,951,0,0,0,0,0
2020,1103,0,0,0,0,0
2020,972,0,0,0,0,0
2020,973,0,0,0,0,0
2020,974,0,0,0,0,0
2020,975,0,0,0,0,0
2020,960,0,0,0,0,0
2020,1028,0,0,0,0,0
2020,976,0,0,0,0,0
2020,977,0,0,0,0,0
2020,1020,0,0,0,0,0
2020,994,626,116,748,37,0
2020,995,0,0,0,0,0
2020,1060,0,0,0,0,0
2020,1005,0,0,0,0,0
2020,1061,0,0,0,0,0
2020,1062,0,0,0,0,0
2020,1006,0,0,0,0,0
2020,1088,0,0,0,0,0
2020,1089,154,54,155,0,0
2020,1076,0,0,0,0,0
2020,1078,0,0,0,0,0
2020,1033,0,0,0,0,0
2020,1037,0,0,0,0,0
2020,1039,0,0,0,0,0
2020,1067,0,0,0,0,0
2020,1065,0,0,0,0,0
2020,1066,130,68,198,4,0
2020,1100,0,0,0,0,0
2020,1105,0,0,0,0,0
2020,1107,0,0,0,0,0
2020,1111,0,0,0,0,0
2020,1121,0,0,0,0,0
2020,1119,0,0,0,0,0
2020,207,29,57,85,1,0
2020,431,0,0,0,0,0
2020,387,218,89,311,16,0
2020,179,0,0,0,0,0
2020,606,157,74,234,10,0
2020,925,1240,262,1520,126,0
2020,541,148,77,229,17,0
2020,797,214,85,299,0,0
2020,627,340,270,615,34,0
2020,173,0,0,0,0,0
2020,636,842,310,1163,116,0
2020,205,0,0,0,0,0
2020,814,0,0,0,0,0
2020,881,0,12,12,0,0
2020,771,1100,389,1527,198,1
2020,533,0,0,0,0,0
2020,447,121,68,189,4,0
2020,815,0,0,0,0,0
2020,801,1512,385,1909,151,0
2020,800,0,0,0,0,0
2020,389,273,208,481,19,1
2020,695,1172,380,1569,141,0
2020,1157,0,0,0,0,0
2020,1163,0,0,0,0,0
2020,816,81,136,217,9,0
2020,833,163,236,399,7,0
2020,870,205,132,337,13,0
2020,927,0,0,0,0,0
2020,961,1389,477,1866,100,0
2020,962,0,0,0,0,0
2020,1079,33,20,53,0,0
2020,1101,147,81,228,5,0
2020,666,937,372,1338,141,0
2020,392,0,0,0,0,0
2020,790,0,0,0,0,0
2020,650,349,116,474,25,0
2020,876,1015,199,1225,48,0
2020,944,0,0,0,0,0
2020,952,523,384,907,0,0
2020,54,0,0,0,0,0
2020,367,0,0,0,0,0
2020,538,567,231,798,69,0
2020,557,255,87,342,14,0
2020,653,137,134,271,12,0
2020,647,224,104,336,18,0
2020,978,1120,367,1499,117,0
2020,996,292,112,413,31,0
2020,729,2019,611,2652,266,0
2020,182,0,0,0,0,0
2020,633,723,312,1035,22,0
2020,685,657,249,906,45,0
2020,683,311,101,414,25,0
2020,945,301,85,386,17,0
2020,953,0,0,0,0,0
2020,1022,0,0,0,0,0
2020,1049,0,0,0,0,0
2020,1151,277,142,419,0,0
2020,794,1678,504,2182,171,0
2020,415,0,0,0,0,0
2020,592,186,109,295,0,0
2020,497,0,0,0,0,0
2020,726,596,194,808,67,0
2020,272,0,0,0,0,0
2020,805,1565,439,2046,210,0
2020,64,0,0,0,0,0
2020,842,196,63,259,3,0
2020,843,101,75,176,4,0
2020,1127,577,288,866,18,0
2020,1158,182,89,271,0,0
2020,803,539,124,672,44,0
2020,391,0,0,0,0,0
2020,240,0,0,0,0,0
2020,448,53,14,67,3,0
2020,425,18,17,35,0,0
2020,300,0,0,0,0,0
2020,339,204,120,324,4,0
2020,874,266,133,399,23,0
2020,905,1625,373,2027,176,0
2020,1123,0,0,0,0,0
2020,736,2268,562,2882,238,0
2020,459,0,0,0,0,0
2020,320,0,0,0,0,0
2020,45,0,0,0,0,0
2020,618,270,59,331,9,0
2020,463,0,0,0,0,0
2020,891,100,126,226,3,0
2020,958,628,184,819,56,0
2020,244,0,0,0,0,0
2020,28,0,0,0,0,0
2020,444,0,0,0,0,0
2020,479,0,0,0,0,0
2020,285,18,23,41,0,0
2020,253,1100,392,1583,154,0
2020,481,127,67,197,0,0
2020,540,161,58,219,10,0
2020,332,0,0,0,0,0
2020,41,0,0,0,0,0
2020,510,0,0,0,0,0
2020,305,0,0,0,0,0
2020,708,650,182,833,46,0
2020,755,3645,1263,4975,537,2
2020,750,1695,530,2235,162,0
2020,696,1847,350,2213,164,0
2020,421,0,0,0,0,0
2020,827,0,0,0,0,0
2020,933,0,0,0,0,0
2020,1030,432,380,812,46,0
2020,1003,0,0,0,0,0
2020,1050,0,0,0,0,0
2020,1043,1746,708,2492,172,0
2020,1128,192,96,288,7,0
2020,1125,0,0,0,0,0
2020,1135,0,0,0,0,0
2020,1164,0,0,0,0,0
2020,1165,0,0,0,0,0
2020,934,439,106,548,39,0
2020,629,1018,277,1331,134,0
2020,21,0,0,0,0,0
2020,615,530,183,718,30,0
2020,626,143,168,315,11,0
2020,417,0,0,0,0,0
2020,597,66,30,96,2,0
2020,539,1038,277,1315,122,1
2020,343,0,0,0,0,0
2020,135,0,0,0,0,0
2020,158,0,0,0,0,0
2020,775,571,170,744,44,0
2020,177,0,0,0,0,0
2020,578,183,71,255,0,0
2020,416,0,0,0,0,0
2020,561,245,69,315,12,0
2020,62,0,0,0,0,0
2020,828,0,0,0,0,0
2020,860,1,0,1,0,0
2020,935,0,0,0,0,0
2020,936,0,0,0,0,0
2020,986,0,0,0,0,0
2020,987,370,117,487,16,0
2020,1021,0,0,0,0,0
2020,1085,0,0,0,0,0
2020,658,402,98,500,0,0
2020,353,0,0,0,0,0
2020,323,0,0,0,0,0
2020,620,342,82,427,23,0
2020,384,0,0,0,0,0
2020,554,719,217,934,40,0
2020,209,0,0,0,0,0
2020,707,2249,620,2898,232,0
2020,395,0,0,0,0,0
2020,969,0,0,0,0,0
2020,1052,0,0,0,0,0
2020,739,3058,1246,4451,491,0
2020,613,820,240,1072,62,0
2020,593,0,0,0,0,0
2020,704,928,279,1237,155,0
2020,686,1711,400,1270,51,0
2020,257,882,550,1470,102,0
2020,681,0,0,0,0,0
2020,286,0,0,0,0,0
2020,255,278,100,278,15,0
2020,79,0,0,0,0,0
2020,81,0,0,0,0,0
2020,688,772,299,1083,60,0
2020,531,518,177,704,43,0
2020,514,124,95,221,3,0
2020,499,0,0,0,0,0
2020,532,475,171,653,32,0
2020,190,0,0,0,0,0
2020,598,195,59,254,17,0
2020,260,1256,1109,2356,195,0
2020,838,0,0,0,0,0
2020,839,0,0,0,0,0
2020,851,0,0,0,0,0
2020,852,1065,271,1360,90,0
2020,988,0,0,0,0,0
2020,1056,974,220,1211,19,0
2020,1044,0,0,0,0,0
2020,1114,0,0,0,0,0
2020,1129,767,141,908,30,0
2020,644,1377,330,1732,182,0
2020,752,781,265,1068,119,0
2020,238,0,0,0,0,0
2020,325,0,0,0,0,0
2020,622,199,56,253,7,0
2020,879,0,0,0,0,0
2020,906,178,165,348,16,0
2020,370,0,0,0,0,0
2020,418,0,0,0,0,0
2020,574,0,0,0,0,0
2020,399,0,0,0,0,0
2020,195,0,0,0,0,0
2020,783,1836,310,2171,169,1
2020,263,0,0,0,0,0
2020,194,0,0,0,0,0
2020,214,0,0,0,0,0
2020,785,3443,609,4129,326,0
2020,780,0,0,0,0,0
2020,782,0,0,0,0,0
2020,369,0,0,0,0,0
2020,713,0,0,0,0,0
2020,941,0,0,0,0,0
2020,1091,0,0,0,0,0
2020,1045,151,45,197,2,1
2020,1086,728,218,950,0,0
2020,1149,0,0,0,0,0
2020,937,526,208,745,24,0
2020,1004,0,0,0,0,0
2020,737,1484,327,1820,89,0
2020,765,2926,438,3435,212,0
2020,329,0,0,0,0,0
2020,87,0,0,0,0,0
2020,527,0,0,0,0,0
2020,562,0,0,0,0,0
2020,251,6,12,18,0,0
2020,129,0,0,0,0,0
2020,154,0,0,0,0,0
2020,516,451,217,683,0,0
2020,184,0,0,0,0,0
2020,652,0,0,0,0,0
2020,637,155,38,195,9,0
2020,88,0,0,0,0,0
2020,907,0,0,0,0,0
2020,970,0,0,0,0,0
2020,1019,0,0,0,0,0
2020,1016,408,217,626,32,0
2020,1161,0,0,0,0,0
2020,1047,687,178,872,43,0
2020,635,841,341,1212,74,0
