año,NCODI,60_totalCompra,600_producFarma,601_materialSani,601_1_implantes,601_2_restoMateriaSani,606_servContratado,607_trabajoContratado,60X_restoCompras,61_variaExistencias,62_servExteriores,628_sumistro,62X_restoServiExter,64_gastoPersonal,640_sueldos,641_indemnizacion,642_SegSocEmpresa,643_649_OtrGasSocial,68_dotaAmortizacion,69_perdidaDeterioro,6X_restoGasto,tot_compraGasto
2018,113,1662873,352901,163243,0,163243,1950,690767,454012,648,955131,320575,634556,23954113,18480018,165337,5254216,54542,338597,3858,-1876,26913344
2018,619,7668395,895916,1480583,572959,907624,3821817,819862,650217,-22054,1816081,310060,1506021,7299679,5630289,494,1490252,178644,1872747,46356,162008,18843212
2018,163,4243275,111485,1097245,421699,675546,2452043,509495,73007,-208,838229,111137,727092,2805307,2143954,19447,584906,57000,211535,45022,199221,8342381
2018,131,247521,66806,81595,0,81595,0,11048,88072,0,375227,88598,286629,1706240,1288533,43839,373418,450,1893,0,72404,2403285
2018,375,736362,116717,152260,0,152260,16741,156586,294058,0,186851,49179,137672,7273573,5658258,-4174,1584382,35107,185219,2041,1476,8385522
2018,1090,102990472,45361179,38431026,11451109,26979917,5244615,11466131,2487521,12518,11364912,3331030,8033882,216713794,169748832,90345,44970235,1904382,5340201,979060,458406,337859363
2018,764,113800480,44813204,36260693,12022270,24238423,21237815,9430641,2058127,0,5730950,2799284,2931666,163075081,128036671,42591,29027476,5968343,0,0,0,282606511
2018,14,3807782,1557346,951192,0,951192,833576,352219,113449,-5281,973485,236752,736733,2629067,2026578,23615,569684,9190,495015,0,51353,7951421
2018,657,10688051,5288512,2741027,547913,2193114,373488,2000919,284105,0,1017349,552334,465015,26139742,21708849,12637,4418256,0,531791,0,795,38377728
2018,362,8369569,940673,3435502,1509391,1926111,2231523,1299037,462834,0,1900845,193153,1707692,6242787,4855200,0,1387587,0,397842,784143,0,17695186
2018,989,9840230,4667672,2375072,820039,1555033,364986,1943545,488955,-14449,1921417,790636,1130781,22263169,18328644,,3934525,0,0,0,0,34010367
2018,990,12022419,5944173,2623034,750232,1872802,287256,2893684,274272,0,1890234,603839,1286395,24116879,19755360,0,4361519,0,0,0,0,38029532
2018,680,151079306,65086449,53847042,16601553,37245489,18475218,11049069,2621528,741309,7492080,2605454,4886626,175963833,139890214,0,34934652,1138967,0,0,92103,335368631
2018,411,21749394,4850794,3132316,211707,2920609,12691014,621819,453451,-64457,3083646,423461,2660185,12943004,10093576,0,2841690,7738,806856,175584,664657,39358684
2018,241,18583632,1764425,3221634,529003,2692631,10623290,1762380,1211903,30531,3859680,758127,3101553,14244800,10723263,81291,3271916,168330,2680324,66642,1534820,41000429
2018,558,36477281,14567040,6140919,1205464,4935455,6182790,5016585,4569947,0,1480624,1480624,0,55888836,44677425,149361,11062050,0,0,0,0,93846741
2018,167,395126,7977,28588,0,28588,343706,5558,9297,0,98074,29528,68546,319451,247391,0,72060,0,12415,695,2840,828601
2018,248,14864431,2477336,3843137,0,3843137,4526852,3450388,566718,92817,4680405,528078,4152327,15279476,11927889,72601,3124200,154786,1517698,1858633,1830616,40124076
2018,224,4088466,386418,482090,113017,369073,3033885,34858,151215,27696,1048699,163309,885390,3933201,2979402,29894,877288,46617,301582,4077,27828,9431549
2018,591,78188515,37285290,21488025,3976016,17512009,11834434,6322163,1258603,-183,4468346,1515437,2952909,93840927,74667719,169573,19000535,3100,0,0,99365,176596970
2018,586,60417138,29944708,15416857,2138975,13277882,6994314,7670254,391005,0,4626890,1816060,2810830,71700061,59524199,0,12175862,0,0,0,0,136744089
2018,453,2348354,358907,327031,0,327031,0,1552579,109837,0,504824,185409,319415,13987110,11130695,0,2838360,18055,0,0,0,16840288
2018,145,61124,10072,2431,282,2149,0,0,48621,0,148097,49975,98122,617395,477207,0,139260,928,36679,0,3414,866709
2018,511,49021582,30537657,12568119,2707959,9860160,,5256164,659642,0,4139867,1345339,2794528,48504647,38075273,5157,10356476,67741,0,0,0,101666096
2018,530,46832719,22014945,12186172,1521199,10664973,6340355,5453117,838130,0,2924701,1363957,1560744,79864730,64031547,144273,15686451,2459,0,0,0,129622150
2018,6,18583632,1764425,3221634,529003,2692631,10623290,1762380,1211903,30531,3859680,758127,3101553,14244800,10723263,81291,3271916,168330,2680324,66642,1534820,41000429
2018,161,892718,477584,8243,0,8243,65,2673,404153,0,162515,162515,0,7735027,7493118,0,241909,0,36787,0,0,8827047
2018,623,61906613,28781659,25723146,10877044,14846102,4889768,1648505,863535,0,2476303,1580183,896120,114534243,92154729,0,22111004,268510,0,0,0,178917159
2018,349,621407,40055,128110,0,128110,369965,12851,70426,3210,765626,104691,660935,1811167,1374190,23848,399157,13972,142790,31630,60323,3436153
2018,875,12743457,2165435,3119899,1043617,2076282,4972510,2013237,472376,94914,6661512,622732,6038780,17334041,13789306,1016,3412828,130891,623010,472472,1089372,39018778
2018,946,8430996,731945,3504311,874348,2629963,2950141,218648,1025951,-2321,2784819,389323,2395496,18487330,14735584,39727,3531373,180646,857725,1081147,2277809,33917505
2018,1023,47478627,18280293,7069271,0,7069271,17739611,4278072,111380,109248,9253984,1582957,7671027,45839289,36156180,204956,9120758,357395,4637598,795273,225075,108339094
2018,1054,66411159,17319160,7780060,0,7780060,21661280,19650659,0,0,4851916,0,4851916,53616855,40395688,0,10384180,2836987,8187545,-219288,740012,133588199
2018,1057,1532725,428329,291320,0,291320,0,597312,215764,0,1268018,442119,825899,11840178,8986851,0,2853327,0,0,0,0,14640921
2018,1031,27354,9051,339,0,339,0,1681,16283,0,151942,11596,140346,466601,352578,1267,110710,2046,17313,0,3530,666740
2018,1032,48660456,16858797,8937538,0,8937538,19116403,3639529,108189,52391,9390951,1618914,7772037,42811043,33577135,395756,8415431,422721,6596919,68066,505689,108085515
2018,1064,7284940,585922,3023138,700218,2322920,2970209,138998,566673,-5436,2582216,412748,2169468,13087439,10369742,33659,2533082,150956,1817018,306027,2234388,27306592
2018,226,9982589,1481240,1453005,84904,1368101,5722885,757394,568065,-19426,1960840,297859,1662981,6498147,5012174,0,1356897,129076,980097,-183250,2077244,21296241
2018,687,22190479,7658712,5121608,1680512,3441096,3582588,5144710,682861,,1077361,1048819,28542,38121076,31080843,0,7040233,,,,188096,61577012
2018,745,101426505,49382921,26178062,7646594,18531468,11015481,13248686,1601355,,2890496,2497592,392904,150475147,122329540,140793,28004814,,,,1267991,256060139
2018,109,8064931,1435676,1256104,254597,1001507,4505188,327405,540558,-134999,2364074,232348,2131726,7173084,5699244,0,1468267,5573,571357,236943,361285,18636675
2018,808,34593399,10838353,11901004,2956955,8944049,3358610,7734306,761126,,2114472,1863341,251131,68566645,53909296,,14657349,,,,331180,105605696
2018,971,3842299,500760,1539229,413394,1125835,678325,1006193,117792,,293778,266529,27249,10537691,8292168,,2245523,,,,16977,14690745
2018,128,2314847,606524,580338,50259,530079,0,1033498,94487,-132774,755533,91481,664052,1828449,1450752,0,377697,0,140293,2407,103251,5012006
2018,919,42459023,21520553,12280273,2773005,9507268,3713692,2869778,2074727,351783,6818200,880806,5937394,70417894,55833404,0,14486991,97499,0,0,0,120046900
2018,1150,192207,20113,14257,0,14257,0,6034,151803,3560,115026,56364,58662,937065,692662,4136,236598,3669,20289,0,0,1268147
2018,725,102939050,47057459,48672690,14295694,34376996,0,2266623,4942278,-2187179,19231294,3741805,15489489,172082922,136222939,0,35511324,348659,1906385,0,12966189,306938661
2018,3,721764,43998,130309,0,130309,35437,414555,97465,0,386552,125165,261387,1727810,1299399,927,419304,8180,60516,0,30222,2926864
2018,306,70161,550,8200,0,8200,,29320,32091,900,60490,47308,13182,10969335,8719725,0,2249610,0,0,0,0,11100886
2018,15,1125133,123554,383237,254037,129200,475067,86042,57233,1542,204629,48130,156499,931132,720850,0,206281,4001,50393,71488,133199,2517516
2018,264,12950430,3522301,2488761,26901,2461860,5011849,1328784,598735,-32602,2008387,195915,1812472,5427892,4245875,,1159624,22393,428485,1146810,628667,22558069
2018,867,1383741,38501,405678,237280,168398,0,917740,21822,0,199334,72297,127037,624731,470963,598,152393,777,112266,0,165194,2485266
2018,910,21322723,12376045,7894323,641516,7252807,0,55271,997084,-478618,1436360,156313,1280047,44098379,34997280,0,9098865,2234,374333,0,7987909,74741086
2018,1053,34175442,21729034,8665196,1451398,7213798,0,1964864,1816348,-296080,6643969,1267000,5376969,91418409,72990482,0,18411766,16161,636632,0,68692,132647064
2018,1055,43100643,23607695,15956715,1582415,14374300,0,1820682,1715551,-231399,11074944,2920834,8154110,80999367,64793923,6964,16198480,0,1247611,0,56719,136247885
2018,1081,218178,5142,72490,0,72490,0,10566,129980,0,356177,130235,225942,1895749,1446908,0,431231,17610,222191,0,141994,2834289
2018,1115,1595985,27627,94854,0,94854,1310489,56383,106632,0,235159,19108,216051,646104,498864,987,145475,778,43821,0,772743,3293812
2018,529,1632289,189676,231086,0,231086,0,1167309,44218,0,331666,99655,232011,8894311,6953809,137838,1682543,120121,0,0,6662,10864928
2018,345,2420313,496790,57203,0,57203,0,1780793,85527,0,884314,407320,476994,16499616,13014100,244467,2954992,286057,0,0,11416,19815659
2018,515,3460304,174502,735983,332596,403387,1962945,395122,191752,-3945,1042572,456447,586125,7513971,5537544,0,1821255,155172,564064,3507122,68064016,84148104
2018,174,2307907,113749,682579,204979,477600,1271944,80821,158814,9570,604716,109189,495527,3613581,2701717,43672,862219,5973,173703,0,83956,6793433
2018,523,12209464,772933,3252851,1728970,1523881,3915611,3804862,463207,-87253,1504941,487227,1017714,13852271,10694174,103155,3008544,46398,1809115,2093,202073,29492704
2018,697,18562638,3408291,5969335,1627172,4342163,8318369,866643,0,-39430,6132840,661592,5471248,20757475,16358171,79601,4402756,-83053,1356168,362419,1390598,48522708
2018,239,19055022,2154932,4214027,1366260,2847767,8902912,3254282,528869,139030,5743633,894484,4849149,17903784,12716878,1605093,3284450,297363,1098694,1599017,-3089853,42449327
2018,287,16911246,2880448,4059734,447557,3612177,6843542,2878631,248891,118362,2719684,745707,1973977,21093533,14786370,2140864,3956885,209414,602814,1127544,5194660,47767843
2018,377,1377929,182062,239776,0,239776,0,935857,20234,0,473041,216220,256821,7801385,6213663,0,1422938,164784,0,0,0,9652355
2018,692,34438309,21630059,8587682,1743082,6844600,3111743,174842,933983,-46822,3364230,2444841,919389,59495432,46522278,1051117,11070365,851672,496966,0,5228,97753343
2018,435,7506843,1386224,4392503,,4392503,0,483566,1244550,130978,13779412,411391,13368021,10748302,8314833,78316,2355153,0,1388930,3858835,1947161,39360461
2018,423,5871885,436807,846228,0,846228,3433083,1155767,0,57989,1495686,242757,1252929,5170969,3938667,0,1128871,103431,-827471,1077657,148597,12995312
2018,351,6313378,275750,890661,283500,607161,3191807,1748365,206795,8662,2358286,205998,2152288,4983168,3732836,111463,956119,182750,248306,605618,,14517418
2018,810,2513530,184212,362669,0,362669,1471321,495328,0,24852,641007,104038,536969,2216128,1688000,0,483801,44327,-354630,461853,63684,5566424
2018,830,32801811,15618295,11734766,3078031,8656735,0,5448750,0,-54567,1726616,1084560,642056,58695598,46154723,893923,10645390,1001562,1075209,0,185405,94430072
2018,892,69405617,38766379,21598097,5122123,16475974,612658,7543902,884581,0,7808540,2278537,5530003,105424974,85195342,0,18576404,1653228,0,0,0,182639131
2018,921,34134434,2926215,6691953,2772137,3919816,21350937,1830271,1335058,-42320,8566479,879424,7687055,20880637,16687830,38934,4079246,74627,784858,17307,339092,64680487
2018,991,862344,214176,279603,15061,264542,0,345025,23540,-1197,348538,117350,231188,5516924,4448619,78861,901554,87890,34385,0,22810,6783804
2018,992,21901379,9596536,7777954,1413967,6363987,526958,3999931,0,14688,1942482,1177255,765227,45931575,36233294,699893,8320437,677951,478348,0,15019,70283491
2018,993,26195813,16016215,6599654,1480346,5119308,838154,1628927,1112863,242253,1833209,832483,1000726,42741136,34111812,191713,7786427,651184,838071,0,70947,71921429
2018,1070,143154901,80481558,56215234,16549055,39666179,2828544,1918496,1711069,0,12994409,7639900,5354509,219511174,173421809,2554310,40460427,3074628,0,0,263873,375924357
2018,1095,3702068,193660,799068,497195,301873,2677776,31564,0,68426,383311,295149,88162,4815580,3870844,9419,935317,0,246236,0,2248127,11463748
2018,1094,1317663,96398,269035,69111,199924,0,924027,28203,0,618116,94776,523340,1127327,865829,4076,252599,4823,112178,-407000,-133371,2634913
2018,1124,193399,26343,69348,27000,42348,96067,0,1641,670,108782,34551,74231,185992,142152,0,43811,29,105210,0,15347,609400
2018,473,1438909,0,1384,0,1384,846391,516917,74217,1648,901228,466081,435147,4145193,3247431,0,897762,0,612244,0,10293799,17393021
2018,663,100521371,53511369,23996042,6147642,17848400,12976211,7507169,2530580,0,17426122,3435154,13990968,127344905,102402661,146940,24617287,178017,5766815,683723,1164785,252907721
2018,552,10607798,2057495,5415590,3045525,2370065,787124,1724647,622942,0,2284999,502723,1782276,15756126,12531326,0,3219593,5207,643211,42373,20637,29355144
2018,772,210286690,126034169,63720972,17963293,45757679,3928807,12430398,4172344,-448047,17507867,3819296,13688571,266178160,207145302,354739,58004794,673325,19430629,933905,2424650,516313854
2018,568,3836546,198898,1557883,828136,729747,3600,1380348,695817,0,883865,7331,876534,6644028,4852038,160829,1510516,120645,0,0,109115,11473554
2018,398,8580375,525601,3500996,2010977,1490019,1407697,2242185,903896,102947,2324566,619778,1704788,12855613,9697479,-67910,2938809,287235,1207338,16577,104944,25192360
2018,394,2968751,193395,1422617,658936,763681,26140,1216607,109992,-12695,492723,197298,295425,7028168,5341254,94,1481877,204943,252193,0,127671,10856811
2018,614,1499483,53350,715082,320858,394224,1,615075,115975,1,1045186,25265,1019921,3049463,2300898,0,655556,93009,47086,0,8654,5649873
2018,235,1560594,130279,732342,332288,400054,488213,158852,50908,5284,1142923,273345,869578,4447341,3173512,25048,1070551,178230,387384,236124,61447,7841097
2018,616,11108498,2985546,3064757,1722593,1342164,3690621,546176,821398,-140810,2692635,476560,2216075,21045098,16665223,54915,4294908,30052,616890,0,72234,35394545
2018,267,20801186,938653,6024026,2448544,3575482,7936848,5238350,663309,96476,2321320,623282,1698038,13305919,10421056,223676,2632449,28738,1086406,548747,385603,38545657
2018,565,8475607,1654124,2842584,1075265,1767319,2576486,984868,417545,-30813,2727532,667898,2059634,17952064,14073440,12850,3743173,122601,1671361,0,1009383,31805134
2018,220,4616487,601766,185388,24542,160846,2375794,1421080,32459,1890088,1536391,384894,1151497,7456944,5646010,90033,1703864,17037,867459,137535,67124,16572028
2018,278,10464741,1983037,2488326,0,2488326,3917255,1997310,78813,18798,1406496,479674,926822,9686424,7533243,0,2166142,-12961,1323604,76094,684961,23661118
2018,107,920190,152587,67107,0,67107,75859,514392,110245,-17624,452317,126457,325860,4672358,3640671,33555,991800,6332,401768,0,331542,6760551
2018,711,138105456,69787405,44453553,15704248,28749305,9171524,13582382,1110592,0,25095595,5643902,19451693,176863085,141499021,0,34882259,481805,6637866,3881285,8122989,358706276
2018,204,1148754,232892,151869,0,151869,37990,466640,259363,6661,324288,102849,221439,4139327,3168675,2896,955597,12159,125719,410,98207,5843366
2018,579,1516100,387803,232797,0,232797,103589,453044,338867,128307,5070037,235007,4835030,9907928,6586555,1506870,1781579,32924,626972,0,274219,17523563
2018,348,6928950,565418,3156339,2725031,431308,523961,2079309,603923,0,2715351,563093,2152258,16957911,13317391,12000,3355246,273274,1417447,39852,113120,28172631
2018,766,21647190,5605973,7327077,846150,6480927,4800610,2855226,1058304,0,4282682,1076790,3205892,31708625,23992391,46875,6424840,1244519,3554759,1464131,1515441,64172828
2018,761,3701382,220286,341569,0,341569,1167826,1891389,80312,-4596,4304681,375374,3929307,6129491,4741521,94682,1269961,23327,358283,552332,136260,15177833
2018,728,35951588,7774982,8584745,3259367,5325378,17722891,957958,911012,-96669,14688468,364852,14323616,37679513,29911236,98877,7461933,207467,3597648,2045843,7634199,101500590
2018,280,17776525,2452546,3448554,531753,2916801,10217922,13362,1644141,593261,3176381,663269,2513112,13290082,10746632,12590,2497020,33840,2340342,219995,538246,37934832
2018,222,4061064,528609,915464,0,915464,2222440,373293,21258,15681,1497222,271574,1225648,4420411,3452326,0,950352,17733,367300,38963,468645,10869286
2018,276,49571468,11062346,12582495,4796227,7786268,1404743,23674127,847757,0,28715726,2539,28713187,21153529,16172258,66869,4797454,116948,936894,0,361916,100739533
2018,11,10581675,1953799,2753612,517067,2236545,5190893,99308,584063,60614,2066478,649336,1417142,12715983,9742412,68388,2882074,23109,1450267,43504,-41960,26876561
2018,302,5310568,90464,263840,21098,242742,4126974,728289,101001,15418,1064387,176024,888363,2977628,2356921,3785,527129,89793,307488,0,271737,9947226
2018,682,12535552,4424734,2946569,733683,2212886,3953528,1482787,-272066,-34519,4283574,450068,3833506,22424653,17734951,116313,4446846,126543,2349775,47782,2106260,43713077
2018,279,33718863,5453691,9533878,4111724,5422154,7433447,100000,11197847,-110992,4819565,966885,3852680,18910433,14650804,21529,4205905,32195,2532575,3524459,9603287,72998190
2018,282,50177550,8106482,15283149,5995717,9287432,17217235,8778843,791841,0,13188945,1604360,11584585,28443097,22385959,11382,6038012,7744,1663551,-201088,3700291,96972346
2018,281,14055820,4977143,4245395,649251,3596144,2191369,196032,2445881,0,5624323,1107813,4516510,33212823,25068510,3000,7460730,680583,2528392,0,2728637,58149995
2018,183,1100078,196868,390286,390286,0,20265,373986,118673,-44532,691814,69548,622266,1141737,885449,0,256288,0,16427,0,139113,3044637
2018,610,6125391,526069,4555724,357810,4197914,202604,0,840994,389,5568082,478868,5089214,20367192,17140652,189649,2963052,73839,800603,365244,668499,33895400
2018,116,3268616,426301,431510,0,431510,54524,2236556,119725,-2061,2237268,365861,1871407,9625883,7605622,25560,1954332,40369,550632,525786,152326,16358450
2018,115,543119,150909,31359,0,31359,101656,105137,154058,0,420127,32749,387378,1959141,1578770,1186,352290,26895,32460,0,276659,3231506
2018,114,410877,44606,9911,0,9911,26518,310538,19304,0,707839,54055,653784,730053,562786,0,159851,7416,38596,33561,1004,1921930
2018,119,1743263,207024,785726,208805,576921,64146,7320,679047,19656,4815469,269116,4546353,3482726,2831028,0,644218,7480,160462,0,243137,10464713
2018,770,113632387,42182054,47020769,14509179,32511590,4814691,17570632,2044241,2196318,11960915,3018812,8942103,151394950,122100605,0,28844471,449874,2224327,-472836,1345800,282281861
2018,583,9349971,2614717,2730359,1594281,1136078,1675468,2051947,277480,-43345,2488867,529494,1959373,29456169,22825428,111156,6401063,118522,1067915,0,457718,42777295
2018,136,2785699,201186,341048,0,341048,209823,1895060,138582,-11968,955533,258614,696919,8703355,6669041,0,2013913,20401,324896,0,268470,13025985
