año,NCODI,partoVaginal,cesareas,rNacVivos,vivos_menor2500,exitusMaternal
2018,124,0,0,0,0,0
2018,364,0,0,0,0,0
2018,439,236,149,389,17,0
2018,570,1027,225,1283,67,0
2018,123,0,0,0,0,0
2018,310,0,0,0,0,0
2018,571,476,152,625,23,0
2018,296,0,0,0,0,0
2018,566,517,103,621,20,0
2018,784,1786,394,2223,200,0
2018,102,0,0,0,0,0
2018,379,0,0,0,0,0
2018,639,1108,267,1389,76,0
2018,457,0,0,0,0,0
2018,609,1279,738,2049,156,0
2018,101,0,0,0,0,0
2018,454,505,130,635,30,0
2018,318,0,0,0,0,0
2018,600,607,92,696,14,0
2018,545,974,172,1159,83,0
2018,100,0,0,0,0,0
2018,702,721,187,917,76,0
2018,778,881,262,1150,62,0
2018,341,0,0,0,0,0
2018,99,0,0,0,0,0
2018,767,0,0,0,0,0
2018,359,0,0,0,0,0
2018,98,0,0,0,0,0
2018,132,0,0,0,0,0
2018,97,0,0,0,0,0
2018,103,0,0,0,0,0
2018,110,0,0,0,0,0
2018,94,0,0,0,0,0
2018,91,0,0,0,0,0
2018,664,846,202,1055,65,0
2018,918,1861,861,2834,463,0
2018,92,0,0,0,0,0
2018,95,0,0,0,0,0
2018,301,0,0,0,0,0
2018,492,391,89,478,19,0
2018,811,468,219,710,65,0
2018,812,0,0,0,0,0
2018,832,0,0,0,0,0
2018,841,0,0,0,0,0
2018,856,0,0,0,0,0
2018,859,0,0,0,0,0
2018,861,0,0,0,0,0
2018,880,0,0,0,0,0
2018,883,0,0,0,0,0
2018,884,0,0,0,0,0
2018,877,0,0,0,0,0
2018,911,0,0,0,0,0
2018,913,0,0,0,0,0
2018,922,675,320,993,24,0
2018,923,0,0,0,0,0
2018,924,0,0,0,0,0
2018,947,0,0,0,0,0
2018,951,0,0,0,0,0
2018,1103,0,0,0,0,0
2018,972,0,0,0,0,0
2018,973,0,0,0,0,0
2018,974,0,0,0,0,0
2018,975,0,0,0,0,0
2018,960,0,0,0,0,0
2018,1028,0,0,0,0,0
2018,976,0,0,0,0,0
2018,977,0,0,0,0,0
2018,1020,0,0,0,0,0
2018,994,684,146,834,49,0
2018,995,0,0,0,0,0
2018,1060,0,0,0,0,0
2018,1005,0,0,0,0,0
2018,1061,0,0,0,0,0
2018,1062,0,0,0,0,0
2018,1006,0,0,0,0,0
2018,1088,0,0,0,0,0
2018,1089,30,8,38,0,0
2018,1076,0,0,0,0,0
2018,1078,0,0,0,0,0
2018,1033,0,0,0,0,0
2018,1037,0,0,0,0,0
2018,1039,0,0,0,0,0
2018,1067,0,0,0,0,0
2018,1065,0,0,0,0,0
2018,1066,182,106,288,11,0
2018,1100,0,0,0,0,0
2018,1105,0,0,0,0,0
2018,1107,0,0,0,0,0
2018,1111,0,0,0,0,0
2018,1121,0,0,0,0,0
2018,1119,0,0,0,0,0
2018,207,30,53,82,0,0
2018,431,0,0,0,0,0
2018,387,243,93,336,11,0
2018,179,0,0,0,0,0
2018,606,149,79,229,14,0
2018,925,1400,264,1685,141,0
2018,541,180,81,263,15,0
2018,797,220,98,321,0,0
2018,627,375,326,709,50,0
2018,173,0,0,0,0,0
2018,636,893,322,1261,89,0
2018,205,0,0,0,0,0
2018,814,0,0,0,0,0
2018,881,0,7,7,0,0
2018,771,1167,438,1639,200,0
2018,533,3,4,7,0,0
2018,447,144,97,241,7,0
2018,815,0,0,0,0,0
2018,801,1744,550,2329,195,0
2018,800,0,0,0,0,0
2018,389,274,189,469,22,0
2018,695,1329,406,1752,113,0
2018,816,115,134,249,11,0
2018,833,209,175,384,14,0
2018,870,231,126,357,8,0
2018,927,5,3,8,0,0
2018,961,1499,534,2052,155,0
2018,962,0,0,0,0,0
2018,1079,58,40,105,0,0
2018,1101,212,112,324,13,0
2018,666,1082,434,1559,197,0
2018,392,0,0,0,0,0
2018,790,0,0,0,0,0
2018,650,431,126,571,40,0
2018,876,1116,182,1306,51,0
2018,944,0,0,0,0,0
2018,952,512,390,902,33,0
2018,54,0,0,0,0,0
2018,367,0,0,0,0,0
2018,538,676,232,921,74,0
2018,557,272,72,353,21,0
2018,653,145,202,374,19,0
2018,647,268,118,393,10,0
2018,978,1131,420,1583,148,0
2018,996,276,114,390,20,0
2018,729,2388,629,3058,295,0
2018,182,292,155,454,23,0
2018,633,511,216,727,4,0
2018,685,788,244,1040,73,0
2018,683,367,148,518,33,0
2018,945,352,86,443,18,0
2018,953,0,0,0,0,0
2018,1022,0,0,0,0,0
2018,1049,0,0,0,0,0
2018,1151,35,32,67,0,0
2018,794,1847,474,2340,162,0
2018,415,0,0,0,0,0
2018,592,278,142,427,0,0
2018,497,0,0,0,0,0
2018,458,591,383,974,31,0
2018,726,635,210,850,75,0
2018,272,0,0,0,0,0
2018,805,1650,485,2177,194,0
2018,234,218,102,322,0,0
2018,64,0,0,0,0,0
2018,842,243,73,316,0,0
2018,843,126,49,175,8,0
2018,803,577,115,699,29,0
2018,211,0,0,0,0,0
2018,773,962,231,1246,194,0
2018,424,421,178,605,55,0
2018,298,496,297,798,30,0
2018,594,0,0,0,0,0
2018,237,0,0,0,0,0
2018,16,0,0,0,0,0
2018,768,69,16,85,4,0
2018,617,710,211,933,43,0
2018,297,81,73,154,4,0
2018,105,0,0,0,0,0
2018,544,363,81,444,13,0
2018,804,689,157,856,33,0
2018,104,0,0,0,0,0
2018,20,0,0,0,0,0
2018,550,0,0,0,0,0
2018,112,0,0,0,0,0
2018,818,0,0,0,0,0
2018,882,0,0,0,0,0
2018,914,0,0,0,0,0
2018,928,0,0,0,0,0
2018,964,965,203,1182,60,0
2018,1026,0,0,0,0,0
2018,1068,0,0,0,0,0
2018,1108,121,30,151,7,0
2018,404,0,0,0,0,0
2018,270,225,146,376,12,0
2018,676,366,103,473,30,0
2018,709,662,262,952,66,0
2018,754,2403,646,2965,297,0
2018,997,221,62,284,15,0
2018,1069,0,0,0,0,0
2018,1118,225,20,245,14,0
2018,1116,1692,551,2284,227,0
2018,734,1091,282,1401,57,0
2018,299,0,0,0,0,0
2018,645,0,0,0,0,0
2018,17,0,0,0,0,0
2018,1046,0,0,0,0,0
2018,420,0,0,0,0,0
2018,802,0,0,0,0,0
2018,266,378,135,513,13,0
2018,769,0,0,0,0,0
2018,776,0,0,0,0,0
2018,640,387,86,470,18,0
2018,315,0,0,0,0,0
2018,40,0,0,0,0,0
2018,508,0,0,0,0,0
2018,46,0,0,0,0,0
2018,590,606,85,693,29,0
2018,777,558,47,605,17,0
2018,897,2936,464,3482,300,0
2018,965,0,0,0,0,0
2018,671,0,0,0,0,0
2018,461,0,0,0,0,0
2018,376,30,21,51,2,0
2018,621,295,93,403,10,0
2018,793,2576,719,3326,299,0
2018,1102,166,104,274,9,0
2018,1147,0,0,0,0,0
2018,712,487,122,612,36,0
2018,32,0,0,0,0,0
2018,361,0,0,0,0,0
2018,486,0,0,0,0,0
2018,595,481,124,616,38,0
2018,433,90,34,124,3,0
2018,1058,0,0,0,0,0
2018,261,0,0,0,0,0
2018,730,705,196,906,54,0
2018,577,841,222,1067,73,0
2018,788,1619,452,2118,188,0
2018,865,390,59,455,27,0
2018,979,0,0,0,0,0
2018,998,0,0,0,0,0
2018,1072,0,0,0,0,0
2018,221,0,0,0,0,0
2018,506,81,29,111,0,0
2018,727,462,177,646,37,0
2018,355,0,0,0,0,0
2018,487,0,0,0,0,0
2018,938,1457,335,1815,0,0
2018,886,0,0,0,0,0
2018,835,40,27,67,2,0
2018,999,0,0,0,0,0
2018,798,1886,470,2391,223,0
2018,504,0,0,0,0,0
2018,247,185,138,323,0,0
2018,216,102,91,196,7,0
2018,654,34,9,43,3,0
2018,65,0,0,0,0,0
2018,472,85,19,105,4,0
2018,427,0,0,0,0,0
2018,491,51,36,88,3,0
2018,551,53,20,73,0,0
2018,106,0,0,0,0,0
2018,819,0,0,0,0,0
2018,836,0,0,0,0,0
2018,915,0,0,0,0,0
2018,942,0,0,0,0,0
2018,1140,0,0,0,0,0
2018,748,1479,390,1883,0,0
2018,198,0,0,0,0,0
2018,871,340,81,422,18,0
2018,948,36,50,86,0,0
2018,1051,0,0,0,0,0
2018,1083,0,0,0,0,0
2018,1096,0,0,0,0,0
2018,679,972,348,1326,105,0
2018,176,0,0,0,0,0
2018,537,0,0,0,0,0
2018,608,262,87,350,10,0
2018,596,154,39,193,26,0
2018,749,0,0,0,0,0
2018,758,3028,878,4029,246,0
2018,1104,1397,384,1827,178,0
2018,567,0,0,0,0,0
2018,677,0,0,0,0,0
2018,670,0,0,0,0,0
2018,588,0,0,0,0,0
2018,753,4188,962,5282,478,0
2018,887,0,0,0,0,0
2018,245,841,353,1203,108,0
2018,603,321,271,602,36,0
2018,426,0,0,0,0,0
2018,232,1277,618,1877,111,0
2018,288,0,0,0,0,0
2018,246,415,225,647,4,0
2018,284,249,235,488,28,0
2018,18,0,0,0,0,0
2018,356,0,0,0,0,0
2018,401,0,0,0,0,0
2018,733,1500,492,2037,0,0
2018,243,0,0,0,0,0
2018,380,0,0,0,0,0
2018,716,0,0,0,0,0
2018,534,0,0,0,0,0
2018,185,0,0,0,0,0
2018,258,0,0,0,0,0
2018,505,0,0,0,0,0
2018,268,0,0,0,0,0
2018,602,431,298,745,65,0
2018,254,245,270,524,45,0
2018,705,571,246,817,38,0
2018,133,1272,523,1800,35,0
2018,33,0,0,0,0,0
2018,143,0,0,0,0,0
2018,36,0,0,0,0,0
2018,756,397,105,505,0,0
2018,662,1395,351,1774,76,0
2018,192,0,0,0,0,0
2018,382,0,0,0,0,0
2018,322,0,0,0,0,0
2018,478,0,0,0,0,0
2018,352,0,0,0,0,0
2018,628,852,280,1150,79,0
2018,495,0,0,0,0,0
2018,845,620,177,808,88,0
2018,498,219,60,279,19,0
2018,314,0,0,0,0,0
2018,720,0,0,0,0,0
2018,721,1280,320,1481,132,0
2018,485,0,0,0,0,0
2018,273,15,15,30,0,0
2018,846,1104,183,1304,87,0
2018,847,0,0,0,0,0
2018,848,1211,630,1874,54,0
2018,916,0,0,0,0,0
2018,930,441,169,621,46,0
2018,954,1270,228,1504,121,0
2018,943,0,0,0,0,0
2018,949,3830,1530,5393,600,0
2018,980,967,378,1350,29,0
2018,981,0,0,0,0,0
2018,1024,955,335,1290,69,0
2018,1017,0,0,0,0,0
2018,1000,0,0,0,0,0
2018,1018,945,235,1201,61,0
2018,1001,342,276,618,0,0
2018,1007,1521,362,1907,131,0
2018,1008,632,158,803,44,0
2018,1010,714,209,938,82,0
2018,1011,478,124,608,32,0
2018,1012,1143,290,1451,85,0
2018,1013,2355,561,2967,206,0
2018,1041,0,0,0,0,0
2018,1073,1900,407,2334,73,1
2018,1087,1827,253,2116,111,0
2018,1109,573,135,704,30,0
2018,1110,1101,304,1346,41,0
2018,1112,0,0,0,0,0
2018,1120,0,0,0,0,0
2018,1148,76,37,111,8,0
2018,1126,1656,406,2083,124,0
2018,1152,0,0,0,0,0
2018,789,0,0,0,0,0
2018,326,0,0,0,0,0
2018,442,627,510,1158,101,0
2018,294,219,193,423,34,0
2018,378,232,190,428,16,0
2018,402,0,0,0,0,0
2018,29,0,0,0,0,0
2018,450,0,0,0,0,0
2018,656,528,173,704,34,0
2018,333,0,0,0,0,0
2018,684,682,244,930,53,0
2018,422,0,0,0,0,0
2018,763,2776,1166,4107,526,0
2018,741,1087,310,1422,77,0
2018,740,3653,432,4187,428,0
2018,217,0,0,0,0,0
2018,863,0,0,0,0,0
2018,889,0,0,0,0,0
2018,984,0,0,0,0,0
2018,1106,0,0,0,0,0
2018,1146,0,0,0,0,0
2018,34,0,0,0,0,0
2018,791,83,56,142,6,0
2018,181,0,0,0,0,0
2018,430,0,0,0,0,0
2018,715,79,31,110,4,0
2018,521,0,0,0,0,0
2018,524,58,53,112,0,0
2018,432,0,0,0,0,0
2018,19,68,60,128,6,0
2018,25,0,0,0,0,0
2018,26,0,0,0,0,0
2018,890,1083,273,1379,126,0
2018,904,354,103,457,12,0
2018,957,2554,780,3376,282,0
2018,939,1516,344,1886,137,0
2018,236,135,104,245,11,0
2018,735,2353,501,2891,239,0
2018,146,0,0,0,0,0
2018,363,0,0,0,0,0
2018,187,0,0,0,0,0
2018,265,0,0,0,0,0
2018,295,0,0,0,0,0
2018,496,582,129,723,27,0
2018,77,0,0,0,0,0
2018,391,0,0,0,0,0
2018,240,24,22,47,0,0
2018,448,68,8,76,4,0
2018,151,0,0,0,0,0
2018,425,18,16,34,2,0
2018,300,0,0,0,0,0
2018,339,205,122,351,7,0
2018,874,304,138,443,16,0
2018,905,1933,432,2434,244,0
2018,1123,0,0,0,0,0
2018,736,2367,678,3096,175,0
2018,459,0,0,0,0,0
2018,320,0,0,0,0,0
2018,45,0,0,0,0,0
2018,618,317,69,385,12,0
2018,463,0,0,0,0,0
2018,891,161,143,304,13,0
2018,958,677,175,865,64,0
2018,244,0,0,0,0,0
2018,28,0,0,0,0,0
2018,444,0,0,0,0,0
2018,479,0,0,0,0,0
2018,285,33,22,55,0,0
2018,253,1089,445,1627,158,0
2018,481,118,84,201,5,0
2018,540,256,71,330,14,0
2018,332,0,0,0,0,0
2018,41,0,0,0,0,0
2018,510,0,0,0,0,0
2018,305,0,0,0,0,0
2018,708,711,218,933,45,0
2018,755,3977,1384,3867,445,1
2018,750,2463,555,3043,265,0
2018,696,1807,457,2290,196,0
2018,421,0,0,0,0,0
2018,827,0,0,0,0,0
2018,933,0,0,0,0,0
2018,1030,477,399,876,43,0
2018,1003,0,0,0,0,0
2018,1050,0,0,0,0,0
2018,1043,1743,869,2739,41,0
2018,1128,227,116,345,5,0
2018,1125,0,0,0,0,0
2018,1135,0,0,0,0,0
2018,934,464,89,566,43,0
2018,629,1031,267,1342,157,0
2018,21,0,0,0,0,0
2018,615,595,165,763,17,0
2018,626,149,192,349,10,0
2018,417,0,0,0,0,0
2018,597,76,44,120,3,0
2018,539,1196,290,1486,105,0
2018,343,0,0,0,0,0
2018,135,0,0,0,0,0
2018,158,0,0,0,0,0
2018,775,724,244,985,53,0
2018,177,0,0,0,0,0
2018,578,45,39,84,2,0
2018,416,0,0,0,0,0
2018,561,241,86,328,7,0
2018,62,0,0,0,0,0
2018,828,0,0,0,0,0
2018,860,15,17,32,0,0
2018,935,0,0,0,0,0
2018,936,0,0,0,0,0
2018,986,0,0,0,0,0
2018,987,409,127,538,13,0
2018,1021,0,0,0,0,0
2018,1085,0,0,0,0,0
2018,658,387,79,466,0,0
2018,353,0,0,0,0,0
2018,323,0,0,0,0,0
2018,620,336,78,424,26,0
2018,384,0,0,0,0,0
2018,554,787,240,1035,76,0
2018,209,0,0,0,0,0
2018,707,2246,598,2891,203,0
2018,395,0,0,0,0,0
2018,969,0,0,0,0,0
2018,1052,0,0,0,0,0
2018,739,3270,1465,4766,555,0
2018,613,844,288,1145,81,0
2018,593,0,0,0,0,0
2018,704,945,299,1284,154,0
2018,686,864,338,1230,62,0
2018,257,817,771,1660,138,0
2018,494,0,0,0,0,0
2018,681,0,0,0,0,0
2018,286,0,0,0,0,0
2018,255,170,75,244,19,0
2018,79,0,0,0,0,0
2018,81,0,0,0,0,0
2018,688,835,259,1106,69,0
2018,531,588,186,785,32,0
2018,514,103,73,172,3,0
2018,499,0,0,0,0,0
2018,532,540,123,658,37,0
2018,190,0,0,0,0,0
2018,598,215,43,259,8,0
2018,260,1479,1422,2980,240,0
2018,838,0,0,0,0,0
2018,839,0,0,0,0,0
2018,851,0,0,0,0,0
2018,852,1114,332,1462,85,0
2018,988,0,0,0,0,0
2018,1056,1045,198,1258,80,0
2018,1044,0,0,0,0,0
2018,1114,0,0,0,0,0
2018,1129,481,154,635,24,0
2018,644,1403,375,1812,161,0
2018,752,866,305,1187,132,0
2018,238,0,0,0,0,0
2018,325,0,0,0,0,0
2018,622,180,80,261,7,0
2018,879,0,0,0,0,0
2018,906,197,160,357,8,0
2018,370,0,0,0,0,0
2018,418,0,0,0,0,0
2018,574,0,0,0,0,0
2018,399,0,0,0,0,0
2018,195,0,0,0,0,0
2018,783,1906,339,2276,171,0
2018,263,0,0,0,0,0
2018,194,0,0,0,0,0
2018,214,0,0,0,0,0
2018,785,3688,595,4361,365,1
2018,780,0,0,0,0,0
2018,782,0,0,0,0,0
2018,369,0,0,0,0,0
2018,713,0,0,0,0,0
2018,941,0,0,0,0,0
2018,1091,0,0,0,0,0
2018,1045,224,71,298,12,0
2018,1086,1141,288,1146,0,0
2018,1149,0,0,0,0,0
2018,937,634,205,852,52,0
2018,1004,0,0,0,0,0
2018,737,1578,407,2001,117,1
2018,765,3103,511,3720,517,0
2018,329,0,0,0,0,0
2018,87,0,0,0,0,0
2018,527,0,0,0,0,0
2018,562,0,0,0,0,0
2018,251,8,6,14,0,0
2018,129,0,0,0,0,0
2018,154,0,0,0,0,0
2018,516,488,270,779,0,0
2018,184,0,0,0,0,0
2018,652,0,0,0,0,0
2018,637,163,50,214,17,0
2018,88,0,0,0,0,0
2018,907,0,0,0,0,0
2018,970,0,0,0,0,0
2018,1019,0,0,0,0,0
2018,1016,442,296,742,44,0
2018,1047,1164,278,1454,69,0
2018,635,1849,716,2587,150,1
