año,NCODI,60_totalCompra,600_producFarma,601_materialSani,601_1_implantes,601_2_restoMateriaSani,606_servContratado,607_trabajoContratado,60X_restoCompras,61_variaExistencias,62_servExteriores,628_sumistro,62X_restoServiExter,64_gastoPersonal,640_sueldos,641_indemnizacion,642_SegSocEmpresa,643_649_OtrGasSocial,68_dotaAmortizacion,69_perdidaDeterioro,6X_restoGasto,tot_compraGasto
2017,657,10164881,4600177,2967297,577306,2389991,343236,1956032,298139,0,1003520,569955,433565,25272221,20916659,20373,4335189,0,629308,0,90,37070020
2017,362,7668359,932461,2830399,894461,1935938,2249309,1266029,390161,-14970,980773,209978,770795,6671247,5160465,0,1496895,13887,337853,1693082,1668,17338012
2017,989,8860680,4044832,2240453,756147,1484306,258935,1857700,458760,-6742,1831913,791614,1040299,21195828,17326654,113141,3738356,17677,0,0,0,31881679
2017,990,12030841,5619931,3027522,604296,2423226,459966,2663859,259563,0,1860831,609281,1251550,23153658,18986873,0,4166785,0,0,0,0,37045330
2017,680,141484179,61516102,49367525,15902725,33464800,17383848,10851985,2364719,40928,7697467,2487527,5209940,167346816,132828256,0,33346686,1171874,0,0,109794,316679184
2017,411,20957006,4371539,2946209,253928,2692281,12477192,551647,610419,31966,3046366,412530,2633836,12690999,10065543,41469,2550122,33865,668584,46912,426132,37867965
2017,241,16680880,1546727,3455906,3455906,0,8743255,1757146,1177846,-76146,4025680,795941,3229739,14306076,10836362,134395,3221613,113706,2546126,205217,1146500,38834333
2017,558,41921880,17995963,7497907,1624939,5872968,6103001,4999292,5325717,0,1537078,1537078,0,52228793,41738847,144002,10113083,232861,0,0,0,95687751
2017,167,998572,56665,24690,0,24690,0,917217,0,24690,164233,49513,114720,362297,282253,0,80044,0,11960,159425,,1721177
2017,248,14670907,2404733,4235452,0,4235452,4494907,3383320,152495,-46850,4592736,743200,3849536,14541088,11317474,71905,2977059,174650,1686530,421370,2932195,38797976
2017,224,3035783,343823,479309,93329,385980,2031684,33038,147929,-12936,1013650,148401,865249,3920416,3020354,0,891765,8297,253999,7530,49676,8268118
2017,591,72932971,34164201,19654061,3517435,16136626,11757212,6202429,1155068,2684,3777798,1362169,2415629,88798773,70528094,220126,18047254,3299,0,0,145956,165658182
2017,586,57421311,28220288,15002960,2249576,12753384,6093161,7690288,414614,0,4205229,1774829,2430400,72913352,58030541,0,14882811,0,0,0,0,134539892
2017,453,2357462,343546,339722,0,339722,0,1545848,128346,0,691233,194244,496989,13035816,10351892,0,2664861,19063,0,0,0,16084511
2017,145,66859,7026,2998,1357,1641,0,0,56835,0,153922,52644,101278,634935,490713,0,143201,1021,54416,27904,3443,941479
2017,511,45004056,26738243,12018729,2081414,9937315,0,5557754,689330,0,3469060,1325842,2143218,47771297,37466454,44230,10190875,69738,0,0,0,96244413
2017,530,45634114,20897327,12863992,2113855,10750137,5523231,6056766,292798,0,2373708,1415295,958413,79193549,63428997,9785,15754767,0,0,0,136659,127338030
2017,6,16799724,1697176,3481929,488055,2993874,8607791,1550465,1462363,121480,3464638,798698,2665940,14322887,10970046,0,3234931,117910,2708882,324084,1210073,38951768
2017,161,663085,467151,37628,0,37628,2635,155671,0,0,323454,302394,21060,8126512,7373600,6449,746463,0,0,0,0,9113051
2017,623,63511244,30863117,19575856,4685372,14890484,4621087,7279385,1171799,0,4580161,1513034,3067127,105980263,84709599,0,20999053,271611,0,0,7551,174079219
2017,349,557826,54354,113167,0,113167,316158,3991,70156,4691,801655,91574,710081,1632417,1189714,96596,333512,12595,101703,2299,62569,3163160
2017,875,11152775,1772613,2678561,906069,1772492,4308082,1977177,416342,146857,5918484,602183,5316301,16448873,13144356,147200,3114358,42959,747421,385941,990962,35791313
2017,946,8343881,809295,3297110,822650,2474460,3094210,215364,927902,-51061,2708544,364210,2344334,16997021,13388022,151980,3304483,152536,906208,801549,5363514,35069656
2017,1023,46042227,17284322,6999561,0,6999561,17406363,4216911,135070,-35653,8586691,1518361,7068330,44698554,35370394,115880,8878652,333628,4461826,700321,209130,104663096
2017,1054,63573453,16323632,6943460,0,6943460,20775013,19531348,0,0,4690401,4690401,0,50561127,40662103,0,9899024,0,0,169760,2443933,121438674
2017,1057,1526913,425320,289607,0,289607,0,592494,219492,0,1272763,440321,832442,11297295,8911135,0,2386160,0,0,0,0,14096971
2017,1031,19062,4270,164,0,164,0,1864,12764,0,203303,9494,193809,349039,263235,2192,82656,956,16341,0,2297,590042
2017,1032,45799907,15350924,8305627,0,8305627,18468077,3547193,128086,-62347,8999558,1440166,7559392,41396464,32798908,174392,8038882,384282,6585487,16578,601764,103337411
2017,1064,6187721,502655,2594483,600933,1993550,2594209,63469,432905,-16244,2259091,380065,1879026,12072441,9501077,128396,2350203,92765,1827284,302702,2029317,24662312
2017,226,9058768,1333091,1223750,286386,937364,5209213,762112,530602,-25941,888754,314970,573784,6178576,4868027,-94824,1304400,100973,1044262,67876,2343170,19555465
2017,687,21549575,7143682,5360648,1860891,3499757,3826159,4641533,577553,0,1052403,1018010,34393,35844088,29396391,0,6447697,0,0,0,153144,58599210
2017,745,98112429,46479273,25699191,7810526,17888665,10618790,13076275,2238900,0,3506269,2872962,633307,144611953,118207133,0,26247937,156883,0,0,842732,247073383
2017,109,7632348,1380131,1188282,221562,966720,4226233,348448,489254,-34306,2216379,224844,1991535,6844829,5426389,0,1396101,22339,519728,114222,446149,17739349
2017,808,32828396,10157495,10801459,2710418,8091041,3221734,7783350,864358,0,2094162,1846472,247690,64221402,50473191,0,13748211,0,0,0,325285,99469245
2017,971,4062790,362178,1790634,414336,1376298,711927,1088626,109425,0,311444,282097,29347,10042691,7874408,0,2168283,0,0,0,18840,14435765
2017,128,2125414,413623,569946,45263,524683,0,1051375,90470,-44950,697515,75654,621861,1725763,1360119,4500,361144,0,110203,2245,14063,4630253
2017,919,37747689,19682468,11337876,2342807,8995069,3058778,480999,3187568,-521550,5150669,1055837,4094832,67169438,53437571,,13635448,96419,0,0,,109546246
2017,725,98253175,43144623,47774447,13699390,34075057,0,2509787,4824318,-1246596,19550832,3742384,15808448,169327405,134233739,0,34734565,359101,2031371,0,12297073,300213260
2017,3,666865,26909,116623,0,116623,35815,354113,133405,0,397588,119196,278392,1854368,1394953,4476,444832,10107,60448,0,230754,3210023
2017,306,76145,500,7447,0,7447,0,28198,40000,800,58491,46000,12491,10964141,8694807,0,2269334,0,0,0,0,11099577
2017,15,975150,137714,260169,86851,173318,469308,59400,48559,20256,184414,49690,134724,923562,723524,0,197154,2884,93433,125466,66123,2388404
2017,264,12107183,3221569,2355150,1099407,1255743,4789986,1187179,553299,-58240,1935293,222004,1713289,4905395,3811644,0,1081221,12530,361508,1085420,611228,20947787
2017,867,1347493,41122,365256,229008,136248,914986,6060,20069,0,196564,58099,138465,564500,424543,571,139386,0,91571,0,201000,2401128
2017,910,20380978,11185438,7688415,1462463,6225952,0,233842,1273283,40443,4592251,938166,3654085,42865568,34039087,0,8823967,2514,388095,0,7282772,75550107
2017,1053,32041791,19620977,8885748,1259186,7626562,0,1982851,1552215,-203564,6808853,1305812,5503041,90655686,72358778,0,18278862,18046,662288,0,63467,130028521
2017,1055,41928725,21441725,17100734,2949657,14151077,0,1792780,1593486,-14165,11022715,2809774,8212941,108767759,86229364,0,22538395,0,1354739,0,261882,163321655
2017,1081,179573,5431,72383,0,72383,0,984,100775,0,337447,122922,214525,1812881,1381698,0,420678,10505,209201,498,415935,2955535
2017,1099,1181000,58362,398468,166072,232396,51000,660668,12502,65438,472586,265470,207116,1287879,990547,0,297332,0,20964,0,304841,3332708
2017,1115,1467103,39393,214065,0,214065,1116015,72324,25306,0,78024,13554,64470,595230,462471,1327,131222,210,41249,0,809391,2990997
2017,529,1488962,180066,290692,0,290692,0,977632,40572,0,301821,194262,107559,8148480,6321617,122109,1564890,139864,0,0,21377,9960640
2017,345,2339809,436568,58328,0,58328,0,1765371,79542,0,837061,336495,500566,15811828,12443268,235563,2854262,278735,0,0,67099,19055797
2017,515,3077761,183187,664363,279603,384760,1664390,354538,211283,-22674,1108555,514646,593909,6927540,5020469,0,1684789,222282,563403,4869777,247757,16772119
2017,174,2989701,100192,1001062,277107,723955,1722312,50780,115355,-14790,451568,100183,351385,3066413,2328658,533,729553,7669,155760,0,110533,6759185
2017,523,10889273,698760,2889237,1479333,1409904,3247563,3663463,390250,-72248,1367952,462578,905374,12776798,9893437,22227,2822310,38824,1662208,2002,223002,26848987
2017,697,17721255,2723231,5614338,1269983,4344355,8013758,1369928,0,8668,5946890,590135,5356755,19057756,15067645,21970,3948099,20042,1063957,441064,192039,44431629
2017,239,21201268,2418378,4219310,1316858,2902452,10602195,3552023,409362,74648,5454619,936969,4517650,16014278,12520145,35247,3242794,216092,1287183,3223246,920614,48175856
2017,287,16701186,2222286,4342761,760944,3581817,6396972,3386172,352995,406397,2291860,672241,1619619,18641494,14547380,118814,3905993,69307,639719,4298598,11630516,54609770
