año,NCODI,partoVaginal,cesareas,rNacVivos,vivos_menor2500,exitusMaternal
2017,984,0,0,0,0,0
2017,1106,0,0,0,0,0
2017,1146,0,0,0,0,0
2017,34,0,0,0,0,0
2017,791,94,82,176,8,0
2017,181,0,0,0,0,0
2017,430,0,0,0,0,0
2017,715,72,50,121,3,0
2017,521,0,0,0,0,0
2017,524,66,62,128,0,0
2017,432,0,0,0,0,0
2017,19,75,71,146,12,0
2017,25,0,0,0,0,0
2017,26,0,0,0,0,0
2017,890,1133,340,1502,120,0
2017,904,391,113,510,12,0
2017,957,3018,813,3916,338,0
2017,939,1442,351,1813,178,0
2017,236,144,128,273,16,0
2017,735,2341,634,3025,336,0
2017,146,0,0,0,0,0
2017,363,0,0,0,0,0
2017,187,0,0,0,0,0
2017,265,0,0,0,0,0
2017,295,0,0,0,0,0
2017,496,649,145,789,17,0
2017,77,0,0,0,0,0
2017,391,0,0,0,0,0
2017,240,93,51,152,0,0
2017,448,70,17,87,0,0
2017,151,0,0,0,0,0
2017,425,16,26,42,1,0
2017,300,0,0,0,0,0
2017,339,244,110,347,9,0
2017,874,361,131,498,18,0
2017,905,1995,496,2550,246,0
2017,1123,0,0,0,0,0
2017,736,2346,797,3192,155,0
2017,459,0,0,0,0,0
2017,320,0,0,0,0,0
2017,45,0,0,0,0,0
2017,618,369,89,459,12,0
2017,463,0,0,0,0,0
2017,891,185,183,368,12,0
2017,958,686,198,896,76,0
2017,244,0,0,0,0,0
2017,28,0,0,0,0,0
2017,444,0,0,0,0,0
2017,479,0,0,0,0,0
2017,285,38,27,65,0,0
2017,253,999,488,1703,165,0
2017,481,128,110,236,3,0
2017,540,282,107,377,12,0
2017,41,0,0,0,0,0
2017,510,0,0,0,0,0
2017,305,0,0,0,0,0
2017,708,692,253,927,37,0
2017,755,4318,1348,5680,231,0
2017,750,2663,591,3303,156,0
2017,696,1961,539,2562,230,1
2017,421,0,0,0,0,0
2017,827,0,0,0,0,0
2017,933,0,0,0,0,0
2017,1030,497,390,887,52,0
2017,1003,0,0,0,0,0
2017,1050,0,0,0,0,0
2017,1043,1800,813,2670,190,0
2017,1128,215,97,306,4,0
2017,1125,0,0,0,0,0
2017,1135,0,0,0,0,0
2017,934,446,96,519,41,0
2017,629,1084,253,1396,196,0
2017,21,0,0,0,0,0
2017,615,658,177,835,35,0
2017,626,154,192,350,19,0
2017,417,0,0,0,0,0
2017,597,104,30,134,1,0
2017,539,1287,285,1572,112,0
2017,343,27,44,71,3,0
2017,135,0,0,0,0,0
2017,158,0,0,0,0,0
2017,775,801,209,1033,76,0
2017,177,0,0,0,0,0
2017,578,53,43,96,2,0
2017,416,0,0,0,0,0
2017,561,268,93,366,16,0
2017,62,0,0,0,0,0
2017,828,0,0,0,0,0
2017,860,21,24,45,0,0
2017,935,0,0,0,0,0
2017,936,0,0,0,0,0
2017,986,0,0,0,0,0
2017,987,494,155,649,34,0
2017,1021,0,0,0,0,0
2017,1085,0,0,0,0,0
2017,658,385,83,468,0,0
2017,353,0,0,0,0,0
2017,323,0,0,0,0,0
2017,620,353,77,436,22,0
2017,384,0,0,0,0,0
2017,554,833,243,1090,86,0
2017,209,0,0,0,0,0
2017,707,2414,555,3026,236,0
2017,395,0,0,0,0,0
2017,969,0,0,0,0,0
2017,1052,0,0,0,0,0
2017,739,3656,1327,4768,593,0
2017,613,715,244,965,59,0
2017,593,0,0,0,0,0
2017,704,986,315,1333,140,0
2017,493,0,0,0,0,0
2017,686,997,341,1354,90,0
2017,257,947,855,1843,134,0
2017,494,0,0,0,0,0
2017,681,0,0,0,0,0
2017,286,0,0,0,0,0
2017,255,140,60,199,11,0
2017,79,0,0,0,0,0
2017,81,0,0,0,0,0
2017,688,797,299,1106,66,0
2017,531,646,184,845,60,0
2017,514,132,76,209,6,0
2017,499,0,0,0,0,0
2017,532,491,158,654,42,0
2017,190,0,0,0,0,0
2017,598,219,61,285,17,0
2017,260,1892,1604,3491,289,0
2017,838,0,0,0,0,0
2017,839,0,0,0,0,0
2017,851,0,0,0,0,0
2017,852,1298,340,1657,96,0
2017,988,0,0,0,0,0
2017,1056,1279,267,1569,97,1
2017,1044,0,0,0,0,0
2017,1114,0,0,0,0,0
2017,1129,194,57,251,15,0
2017,644,1498,404,1941,152,0
2017,752,900,264,1143,124,0
2017,238,0,0,0,0,0
2017,325,0,0,0,0,0
2017,622,196,104,306,16,0
2017,879,0,0,0,0,0
2017,906,190,207,425,19,0
2017,370,0,0,0,0,0
2017,418,0,0,0,0,0
2017,574,0,0,0,0,0
2017,399,0,0,0,0,0
2017,195,0,0,0,0,0
2017,783,1971,339,2351,185,0
2017,263,0,0,0,0,0
2017,194,0,0,0,0,0
2017,214,0,0,0,0,0
2017,785,4068,599,4782,404,0
2017,780,0,0,0,0,0
2017,782,0,0,0,0,0
2017,369,0,0,0,0,0
2017,713,0,0,0,0,0
2017,941,0,0,0,0,0
2017,1091,0,0,0,0,0
2017,1045,270,100,356,14,0
2017,1086,1313,302,1326,0,0
2017,937,666,172,853,43,0
2017,1004,0,1,1,0,0
2017,737,1621,438,2091,145,0
2017,765,3228,534,3892,529,0
2017,329,0,0,0,0,0
2017,87,0,0,0,0,0
2017,527,0,0,0,0,0
2017,562,0,0,0,0,0
2017,251,14,21,35,5,0
2017,129,0,0,0,0,0
2017,154,0,0,0,0,0
2017,516,556,302,866,0,0
2017,184,0,0,0,0,0
2017,652,0,0,0,0,0
2017,637,146,38,185,12,0
2017,88,0,0,0,0,0
2017,907,0,0,0,0,0
2017,970,0,0,0,0,0
2017,1019,0,0,0,0,0
2017,1016,644,383,962,51,0
2017,1047,1164,278,1454,69,0
2017,635,2050,749,2843,163,1
2017,808,2132,435,2587,161,0
2017,971,0,0,0,0,0
2017,128,0,0,0,0,0
2017,919,652,199,857,42,0
2017,725,1807,584,2421,60,0
2017,3,0,0,0,0,0
2017,306,0,0,0,0,0
2017,15,0,0,0,0,0
2017,264,227,136,403,12,0
2017,867,0,0,0,0,0
2017,910,399,237,633,34,3
2017,1053,635,315,958,56,0
2017,1055,1060,237,1417,110,0
2017,1081,0,0,0,0,0
2017,1099,0,0,0,0,0
2017,1115,0,0,0,0,0
2017,529,0,0,0,0,0
2017,345,0,0,0,0,0
2017,515,0,0,0,0,0
2017,174,0,0,0,0,0
2017,523,0,0,0,0,0
2017,697,671,289,956,47,0
2017,239,0,0,0,0,0
2017,287,400,199,607,20,0
2017,377,0,0,0,0,0
2017,692,974,159,1151,56,0
2017,435,189,69,258,0,0
2017,423,34,43,77,0,0
2017,351,0,0,0,0,0
2017,810,29,14,43,0,0
2017,830,830,133,974,0,0
2017,892,1698,317,2050,126,0
2017,921,681,301,982,20,0
2017,991,61,13,72,0,0
2017,992,703,160,863,32,0
2017,993,401,140,549,29,0
2017,1070,1320,530,1942,290,0
2017,1095,0,0,0,0,0
2017,1094,0,0,0,0,0
2017,1124,0,0,0,0,0
2017,473,2213,870,3142,448,0
2017,663,1083,338,1421,101,0
2017,552,0,0,0,0,0
2017,772,0,0,0,0,0
2017,568,0,0,0,0,0
2017,398,0,0,0,0,0
2017,394,0,0,0,0,0
2017,614,0,0,0,0,0
2017,235,0,0,0,0,0
2017,616,0,0,0,0,0
2017,267,951,731,1726,98,0
2017,565,0,0,0,0,0
2017,220,118,100,220,3,0
2017,278,781,506,1307,57,0
2017,107,0,0,0,0,0
2017,711,1216,372,1607,154,0
2017,204,0,0,0,0,0
2017,579,0,0,0,0,0
2017,348,0,0,0,0,0
2017,766,0,0,0,0,0
2017,761,0,0,0,0,0
2017,728,0,0,0,0,0
2017,280,898,656,1582,106,0
2017,222,0,0,0,0,0
2017,276,2026,1001,3100,129,0
2017,11,125,97,222,0,0
2017,302,39,36,76,3,0
2017,682,0,0,0,0,0
2017,279,1987,974,3087,279,0
2017,282,1217,755,2009,123,0
2017,281,536,365,929,76,0
2017,183,0,0,0,0,0
2017,610,0,0,0,0,0
2017,116,0,0,0,0,0
2017,115,0,0,0,0,0
2017,114,0,0,0,0,0
2017,119,0,0,0,0,0
2017,770,1109,414,1536,131,0
2017,583,0,0,0,0,0
2017,136,0,0,0,0,0
2017,469,84,41,125,2,0
2017,642,641,164,817,32,0
2017,674,2583,809,3469,402,0
2017,193,0,0,0,0,0
2017,526,1134,322,1503,113,0
2017,698,0,0,0,0,0
2017,630,1308,259,1574,82,0
2017,124,0,0,0,0,0
2017,364,0,0,0,0,0
2017,439,288,163,454,10,0
2017,570,1016,280,1317,117,0
2017,123,0,0,0,0,0
2017,310,0,0,0,0,0
2017,571,534,120,651,29,0
2017,296,0,0,0,0,0
2017,566,550,131,681,24,0
2017,784,1857,395,2287,195,0
2017,102,0,0,0,0,0
2017,379,0,0,0,0,0
2017,486,0,0,0,0,0
2017,595,480,120,603,29,0
2017,433,104,27,131,5,0
2017,1058,0,0,0,0,0
2017,261,18,14,32,0,0
2017,730,709,227,940,60,0
2017,577,876,192,1083,56,0
2017,788,1604,432,2073,190,0
2017,865,422,90,492,22,0
2017,979,0,0,0,0,0
2017,998,0,0,0,0,0
2017,1072,0,0,0,0,0
2017,221,0,0,0,0,0
2017,506,86,34,120,0,0
2017,727,438,205,645,64,0
2017,355,0,0,0,0,0
2017,487,0,0,0,0,0
2017,938,1475,375,1835,172,0
2017,886,0,0,0,0,0
2017,835,43,23,66,0,0
2017,999,0,0,0,0,0
2017,798,2029,451,2519,224,0
2017,504,0,0,0,0,0
2017,247,195,133,328,0,0
2017,216,144,87,233,5,0
2017,654,26,11,37,1,0
2017,65,0,0,0,0,0
2017,472,116,16,134,10,0
2017,427,0,0,0,0,0
2017,491,55,30,85,1,0
2017,551,59,19,78,1,0
2017,106,0,0,0,0,0
2017,819,0,0,0,0,0
2017,836,0,0,0,0,0
2017,915,0,0,0,0,0
2017,942,0,0,0,0,0
2017,1140,0,0,0,0,0
2017,748,1578,453,2041,174,0
2017,198,0,0,0,0,0
2017,871,361,116,474,21,0
2017,948,57,67,124,0,0
2017,1051,0,0,0,0,0
2017,1083,0,0,0,0,0
2017,1096,0,0,0,0,0
2017,679,1055,317,1434,127,0
2017,176,0,0,0,0,0
2017,537,0,0,0,0,0
2017,608,288,91,380,22,0
2017,596,172,42,214,10,0
2017,749,0,0,0,0,0
2017,758,3085,936,4120,190,0
2017,1104,1368,464,1873,198,0
2017,567,0,0,0,0,0
2017,677,0,0,0,0,0
2017,670,0,0,0,0,0
2017,588,0,0,0,0,0
2017,753,4273,912,5335,552,0
2017,887,0,0,0,0,0
2017,113,0,0,0,0,0
2017,619,0,0,0,0,0
2017,163,0,0,0,0,0
2017,131,0,0,0,0,0
2017,375,0,0,0,0,0
2017,1090,2233,286,2558,187,0
2017,764,1547,460,2048,222,0
2017,14,261,192,453,0,0
2017,657,255,138,395,20,0
2017,362,18,16,34,0,0
2017,989,256,56,320,63,0
2017,990,351,129,489,22,0
2017,680,1723,454,2231,276,0
2017,411,229,193,427,22,0
2017,241,108,255,365,18,0
2017,558,702,245,953,46,0
2017,167,0,1,1,0,0
2017,248,0,0,0,0,0
2017,224,139,50,189,4,0
2017,591,999,280,1327,206,0
2017,586,1009,257,1288,96,0
2017,453,0,0,0,0,0
2017,145,0,0,0,0,0
2017,511,718,286,1015,75,0
2017,530,1030,255,1284,79,0
2017,6,223,287,521,50,0
2017,161,0,0,0,0,0
2017,623,809,262,1075,104,0
2017,349,0,0,0,0,0
2017,875,0,0,0,0,0
2017,946,85,94,179,11,0
2017,1023,986,273,1274,79,0
2017,1054,798,303,1098,69,0
2017,1057,0,0,0,0,0
2017,1031,0,0,0,0,0
2017,1032,1306,248,1576,122,0
2017,1064,126,193,319,12,0
2017,226,297,182,478,12,0
2017,687,775,246,1011,50,0
2017,745,2362,600,3017,304,0
2017,109,404,194,604,3,0
2017,639,1101,286,1398,59,0
2017,457,0,0,0,0,0
2017,609,1350,786,2189,185,0
2017,101,0,0,0,0,0
2017,454,530,95,625,28,0
2017,318,0,0,0,0,0
2017,600,622,141,760,11,0
2017,545,1006,165,1196,100,0
2017,100,0,0,0,0,0
2017,702,767,244,1023,79,0
2017,778,864,281,1149,40,0
2017,341,0,0,0,0,0
2017,99,0,0,0,0,0
2017,767,0,0,0,0,0
2017,359,0,0,0,0,0
2017,98,0,0,0,0,0
2017,132,0,0,0,0,0
2017,97,0,0,0,0,0
2017,103,0,0,0,0,0
2017,110,0,0,0,0,0
2017,94,0,0,0,0,0
2017,91,0,0,0,0,0
2017,664,878,240,1139,60,0
2017,918,2050,823,2963,515,0
2017,92,0,0,0,0,0
2017,95,0,0,0,0,0
2017,301,0,0,0,0,0
2017,492,399,105,503,19,0
2017,811,555,226,791,47,0
2017,812,0,0,0,0,0
2017,832,0,0,0,0,0
2017,841,0,0,0,0,0
2017,856,0,0,0,0,0
2017,859,0,0,0,0,0
2017,861,0,0,0,0,0
2017,880,0,0,0,0,0
2017,883,0,0,0,0,0
2017,884,0,0,0,0,0
2017,877,0,0,0,0,0
2017,911,0,0,0,0,0
2017,913,0,0,0,0,0
2017,922,655,300,955,20,0
2017,923,0,0,0,0,0
2017,924,0,0,0,0,0
2017,947,0,0,0,0,0
2017,951,0,0,0,0,0
2017,1103,0,0,0,0,0
2017,972,0,0,0,0,0
2017,973,0,0,0,0,0
2017,974,0,0,0,0,0
2017,975,0,0,0,0,0
2017,960,0,0,0,0,0
2017,1028,0,0,0,0,0
2017,976,0,0,0,0,0
2017,977,0,0,0,0,0
2017,1020,0,0,0,0,0
2017,994,733,153,899,55,0
2017,995,0,0,0,0,0
2017,1060,0,0,0,0,0
2017,1005,0,0,0,0,0
2017,1061,0,0,0,0,0
2017,1062,0,0,0,0,0
2017,1006,0,0,0,0,0
2017,1088,0,0,0,0,0
2017,1089,0,0,0,0,0
2017,1076,0,0,0,0,0
2017,1078,0,0,0,0,0
2017,1033,0,0,0,0,0
2017,1037,0,0,0,0,0
2017,1039,0,0,0,0,0
2017,1067,0,0,0,0,0
2017,1065,0,0,0,0,0
2017,1066,197,125,322,15,0
2017,1100,0,0,0,0,0
2017,1105,0,0,0,0,0
2017,1107,0,0,0,0,0
2017,1111,0,0,0,0,0
2017,1121,0,0,0,0,0
2017,1119,0,0,0,0,0
2017,207,44,46,90,0,0
2017,431,0,0,0,0,0
2017,387,248,87,341,22,0
2017,179,0,0,0,0,0
2017,606,163,74,235,7,0
2017,925,1459,248,1750,172,0
2017,541,187,86,278,34,0
2017,797,258,104,360,0,0
2017,627,353,313,680,56,0
2017,173,0,0,0,0,0
2017,636,978,354,1349,127,0
2017,205,0,0,0,0,0
2017,814,0,0,0,0,0
2017,881,0,5,5,0,0
2017,771,1167,445,1662,239,0
2017,533,9,17,26,0,0
2017,447,131,68,201,6,0
2017,815,0,0,0,0,0
2017,801,1852,569,2451,189,0
2017,800,0,0,0,0,0
2017,389,286,180,467,29,0
2017,695,1388,477,1887,147,0
2017,816,128,153,281,8,0
2017,833,217,193,408,12,0
2017,870,222,145,367,17,0
2017,927,44,14,58,0,0
2017,961,1563,502,2041,144,0
2017,962,0,0,0,0,0
2017,1079,68,40,114,5,0
2017,1101,231,148,380,11,0
2017,666,1161,451,1652,205,0
2017,392,0,0,0,0,0
2017,790,0,0,0,0,0
2017,650,433,111,558,30,0
2017,876,1185,208,1406,44,0
2017,944,0,0,0,0,0
2017,952,548,362,910,25,0
2017,54,0,0,0,0,0
2017,367,0,0,0,0,0
2017,538,719,244,985,86,0
2017,557,292,64,368,27,0
2017,653,200,236,446,24,0
2017,647,274,154,432,10,0
2017,978,1247,433,1723,104,1
2017,996,323,121,446,14,0
2017,729,2644,505,3182,295,0
2017,182,554,273,843,40,0
2017,633,451,136,586,24,0
2017,685,851,251,1113,81,0
2017,683,376,129,510,21,0
2017,945,434,106,475,22,0
2017,953,0,0,0,0,0
2017,1022,0,0,0,0,0
2017,1049,0,0,0,0,0
2017,794,1847,567,2436,186,0
2017,415,0,0,0,0,0
2017,592,231,154,402,0,0
2017,497,0,0,0,0,0
2017,458,633,397,1045,31,0
2017,726,780,199,988,76,0
2017,272,0,0,0,0,0
2017,805,1857,519,2433,244,0
2017,234,231,109,346,9,0
2017,64,0,0,0,0,0
2017,842,223,92,315,0,0
2017,843,156,61,220,6,0
2017,803,650,121,785,51,0
2017,211,0,0,0,0,0
2017,773,1005,269,1331,235,0
2017,424,427,167,598,52,0
2017,298,534,285,836,46,0
2017,594,0,0,0,0,0
2017,237,0,0,0,0,0
2017,16,0,0,0,0,0
2017,768,96,15,109,3,0
2017,617,729,215,943,47,1
2017,297,79,73,152,6,0
2017,105,0,0,0,0,0
2017,544,337,63,403,19,0
2017,804,753,160,929,55,0
2017,104,0,0,0,0,0
2017,20,0,0,0,0,0
2017,550,0,0,0,0,0
2017,112,0,0,0,0,0
2017,818,0,0,0,0,0
2017,882,0,0,0,0,0
2017,914,0,0,0,0,0
2017,928,0,0,0,0,0
2017,964,960,175,1146,67,0
2017,1026,0,0,0,0,0
2017,1068,0,0,0,0,0
2017,1108,120,23,145,9,0
2017,404,0,0,0,0,0
2017,270,268,166,448,23,0
2017,676,374,96,471,28,0
2017,709,785,249,1051,69,0
2017,754,4361,1037,5636,451,0
2017,997,248,78,325,14,0
2017,1069,0,0,0,0,0
2017,1118,219,26,245,15,0
2017,734,1142,276,1450,59,0
2017,299,0,0,0,0,0
2017,645,0,0,0,0,0
2017,17,0,0,0,0,0
2017,1046,0,0,0,0,0
2017,420,0,0,0,0,0
2017,802,0,0,0,0,0
2017,266,384,164,546,16,0
2017,137,0,0,0,0,0
2017,769,0,0,0,0,0
2017,776,0,0,0,0,0
2017,640,417,81,494,11,0
2017,315,0,0,0,0,0
2017,40,0,0,0,0,0
2017,508,0,0,0,0,0
2017,46,0,0,0,0,0
2017,590,643,86,741,33,0
2017,777,474,59,535,19,0
2017,897,2965,546,3612,356,0
2017,965,0,0,0,0,0
2017,461,0,0,0,0,0
2017,376,43,11,54,2,0
2017,621,329,132,477,24,0
2017,793,2603,812,3479,280,0
2017,1102,249,177,425,26,0
2017,,0,0,0,0,0
2017,712,505,124,642,49,0
2017,32,0,0,0,0,0
2017,361,0,0,0,0,0
2017,245,922,424,1361,141,0
2017,603,328,249,581,26,0
2017,426,0,0,0,0,0
2017,232,1415,627,2084,143,0
2017,288,0,0,0,0,0
2017,246,402,239,668,3,0
2017,284,276,287,563,29,0
2017,18,0,0,0,0,0
2017,356,0,0,0,0,0
2017,401,0,0,0,0,0
2017,733,1545,483,2053,131,1
2017,243,0,0,0,0,0
2017,380,0,0,0,0,0
2017,716,0,0,0,0,0
2017,534,0,0,0,0,0
2017,185,0,0,0,0,0
2017,258,0,0,0,0,0
2017,505,0,0,0,0,0
2017,268,0,0,0,0,0
2017,602,553,436,1023,88,0
2017,254,384,341,736,42,0
2017,705,736,279,1015,35,0
2017,133,1360,634,2011,122,0
2017,33,0,0,0,0,0
2017,143,0,0,0,0,0
2017,36,0,0,0,0,0
2017,756,362,129,489,10,0
2017,662,1365,389,1772,93,0
2017,192,0,0,0,0,0
2017,382,0,0,0,0,0
2017,322,0,0,0,0,0
2017,478,0,0,0,0,0
2017,352,0,0,0,0,0
2017,628,879,272,1170,89,0
2017,291,0,0,0,0,0
2017,495,0,0,0,0,0
2017,845,637,168,806,80,0
2017,498,219,75,294,26,0
2017,314,0,0,0,0,0
2017,720,0,0,0,0,0
2017,721,1338,413,1786,151,0
2017,485,0,0,0,0,0
2017,273,21,21,42,0,0
2017,846,1110,183,1314,86,0
2017,847,0,0,0,0,0
2017,848,1271,727,2034,70,0
2017,916,0,0,0,0,0
2017,930,479,163,646,48,0
2017,954,1352,276,1659,92,0
2017,943,0,0,0,0,0
2017,949,3761,1395,5640,137,0
2017,980,1079,402,1480,70,0
2017,981,0,0,0,0,0
2017,1024,1019,358,1305,75,0
2017,1017,0,0,0,0,0
2017,1000,0,0,0,0,0
2017,1018,1025,196,1247,102,0
2017,1001,405,288,693,0,0
2017,1007,1554,360,1942,135,0
2017,1008,635,229,873,51,0
2017,1010,813,215,1029,66,0
2017,1011,520,110,639,26,0
2017,1012,1229,327,1583,118,0
2017,1013,2290,594,2925,204,0
2017,1041,0,0,0,0,0
2017,1073,2068,383,2505,89,1
2017,1087,1910,254,2180,138,0
2017,1109,571,143,718,36,0
2017,1110,998,353,1365,23,0
2017,1112,0,0,0,0,0
2017,1120,0,0,0,0,0
2017,1126,1695,383,2096,159,0
2017,789,0,0,0,0,0
2017,326,0,0,0,0,0
2017,442,756,469,1225,107,1
2017,294,247,198,450,38,0
2017,378,248,204,458,21,0
2017,402,0,0,0,0,0
2017,29,0,0,0,0,0
2017,450,0,0,0,0,0
2017,656,570,199,778,42,0
2017,333,0,0,0,0,0
2017,684,742,240,985,43,0
2017,422,0,0,0,0,0
2017,763,2902,1169,4231,564,0
2017,741,1242,345,1588,80,0
2017,553,2020,543,2608,190,1
2017,357,0,0,0,0,0
2017,899,0,0,0,0,0
